delta1,delta2,delta3,delta4
00001,00002,00000,00000
00000,00001,-0003,00000
00000,00001,-0001,00000
00000,00002,00000,00000
-0002,-0003,00002,00001
00000,00002,-0001,00000
00000,00000,-0002,00000
00000,00000,00000,-0001
-0001,-0001,00001,-0001
-0001,00000,00000,00002
00001,-0001,00000,00002
00002,00002,-0001,00001
00005,00001,00001,00004
00010,00004,00001,00007
00023,00012,00005,00016
00018,00012,00005,00016
00006,00006,00011,00016
00004,00004,00004,00006
00001,00001,00001,00007
00001,00003,00000,00003
00003,00003,-0001,00002
00001,00001,00000,00002
-0001,00003,00000,-0003
-0001,00001,-0001,00000
-0002,-0001,00000,00000
-0001,00002,-0001,00002
-0002,00002,00000,00002
00000,00002,00000,00001
00000,00000,-0001,00001
-0001,00001,00000,-0001
00000,00000,-0001,00001
00001,00001,00000,00001
00002,00001,-0001,-0001
00001,00001,-0002,00001
-0001,-0001,-0002,00000
-0001,00000,00000,00000
-0001,00002,00000,00001
00000,00000,00000,00001
-0001,00000,-0001,00001
00000,00001,-0001,00001
-0001,00001,-0002,00001
00001,00001,00000,00001
-0001,00000,00000,00001
00002,00002,-0001,00000
00000,00001,-0001,-0001
-0001,00002,-0001,00000
00001,00003,00000,00000
00001,00002,00000,00001
-0001,00000,-0002,00000
00001,00001,-0001,00001
00000,00001,-0001,00000
00001,00001,-0001,00000
00002,00002,-0001,00000
00000,00000,-0001,00001
-0001,00000,00000,00000
