delta1,delta2,delta3,delta4
00003,-0002,00001,00002
00004,00002,00001,-0001
00001,00001,00000,00000
00000,00001,00002,00002
00004,-0001,00001,00000
00005,00000,00001,00002
00003,-0001,00001,00001
00001,00000,00002,00001
00002,00001,00001,00000
00003,-0002,00002,00002
00007,00002,-0001,00003
00004,00001,00002,00003
00006,00001,00002,00008
00019,00007,00005,00008
00025,00017,00016,00023
00012,00017,00016,00021
00012,00017,00016,00013
00004,00007,00009,00011
00003,00002,00003,00006
00005,00001,00003,00003
00004,00002,00004,00004
00004,00001,00002,00003
00001,00000,00001,00003
00003,00001,00003,00003
00004,00002,00003,00002
00001,00001,00003,00003
00003,00001,00001,00001
00003,00000,00005,00004
00002,00001,00001,00003
00006,00003,00002,00001
00002,00000,00001,00003
00004,00000,00002,00001
00000,00000,00001,00002
00003,00001,00003,00004
00003,00002,00002,00002
00001,00000,00002,00003
00004,00001,00003,00001
00002,00000,00001,00002
00001,00000,00002,00002
00002,-0001,00002,00002
00004,00001,00001,00000
00000,00000,00002,00002
00002,00001,00001,00001
00002,00000,00002,00001
-0001,00004,00002,-0001
00001,00000,00001,00000
00011,00007,00001,00004
00002,-0001,00000,00000
00001,00000,-0001,00000
-0004,00000,00001,00001
00003,-0002,00000,00000
00000,-0001,-0001,00000
00001,-0002,-0001,00000
-0001,-0002,00000,00000
00001,-0001,00001,-0001
