delta1,delta2,delta3,delta4
-0001,00002,00000,00002
-0001,00000,-0001,00001
-0001,00002,-0001,00000
00001,00001,-0002,-0001
00002,00003,-0002,-0002
00002,00001,-0001,-0001
00000,00000,-0001,00000
-0001,00000,-0001,00000
00000,00001,00000,-0001
00000,00001,00000,00001
00002,00001,00000,00001
00002,00003,-0001,00001
00007,00004,00001,00004
00015,00008,00005,00011
00026,00015,00015,00030
00013,00015,00015,00035
00013,00015,00015,00022
00013,00015,00015,00011
-0002,00002,00002,00004
00000,00003,00001,00002
00000,00002,00001,00002
00001,00001,00001,00001
00001,00003,-0001,00004
-0001,00003,00001,-0002
00006,00001,00000,00001
00000,00001,-0001,00001
00003,-0002,-0002,00001
00000,00003,00001,00002
00000,00002,-0002,00000
-0001,00002,-0002,00000
00000,00000,-0001,00002
-0001,00002,00000,00000
-0001,00000,-0002,00001
-0002,00001,00001,00000
00000,00001,-0001,00000
-0001,00001,-0001,00002
00000,00001,-0002,-0001
00000,00001,00000,00000
-0001,00000,-0001,00002
00001,00000,-0002,-0001
-0002,00000,-0002,00001
-0001,00000,00000,00002
00000,00001,-0002,00000
-0001,00001,00000,00001
00000,00001,-0002,00002
00000,00002,-0002,-0001
00001,00002,-0001,00001
-0002,00001,-0001,00000
-0002,00001,-0002,00000
-0001,00000,-0001,00001
-0002,00000,-0001,00000
-0001,00000,00000,00000
-0001,00002,-0001,00000
-0001,00003,-0002,00001
00000,00001,-0001,-0002
