delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0002,0001,0002,-001,-001,0000,-002,0000,0001
0002,0001,0002,0000,-001,0000,-001,0000,0001
0002,0001,0002,0000,-001,0000,-001,0001,0001
0002,0001,0002,0000,-001,-001,0000,0000,0001
0002,0001,0002,0000,-001,-001,0000,0000,0000
0002,0001,0002,0000,-001,-001,-001,0000,0001
0001,0001,0001,0001,0000,0001,-001,0001,0000
0001,0001,0001,0001,0000,0001,0001,0001,-001
0001,0001,0000,0001,0000,0002,0002,0002,-001
0003,0003,0000,0001,0001,0002,0003,0001,0000
0004,0003,0000,0004,0001,0002,0004,0001,0000
0005,0003,0000,0004,0001,0002,0004,0001,0000
0011,0006,0002,0013,0009,0003,0014,0006,0002
0012,0008,0002,0017,0009,0003,0014,0006,0002
0013,0012,0003,0024,0013,0003,0014,0006,0002
0016,0022,0004,0031,0022,0004,0022,0010,0002
0016,0027,0004,0032,0027,0004,0022,0012,0002
0016,0027,0004,0032,0027,0004,0022,0012,0002
0016,0036,0004,0032,0033,0004,0022,0012,0002
0016,0036,0004,0032,0035,0004,0022,0012,0002
0016,0038,0004,0031,0035,0004,0022,0012,0002
0016,0043,0004,0031,0040,0004,0022,0012,0002
0016,0043,0004,0031,0040,0004,0022,0012,0002
0012,0043,0004,0031,0040,0003,0022,0017,0002
0012,0049,0004,0031,0042,0003,0022,0020,0002
0012,0050,0004,0031,0042,0003,0022,0020,0002
0013,0049,0004,0031,0039,0004,0022,0019,0002
0013,0046,0003,0031,0035,0004,0022,0016,0003
0013,0035,0003,0031,0028,0005,0022,0014,0003
0013,0019,0003,0024,0017,0005,0017,0009,0003
0015,0016,0004,0017,0012,0008,0011,0009,0005
0015,0010,0004,0017,0011,0008,0011,0009,0005
0015,0010,0004,0016,0009,0008,0011,0009,0005
0015,0008,0004,0012,0008,0008,0011,0009,0005
0015,0010,0004,0011,0005,0008,0011,0009,0005
0015,0011,0004,0011,0005,0008,0011,0009,0005
0015,0011,0004,0009,0005,0008,0011,0009,0005
0006,0002,0003,0008,0003,0002,0008,0004,0003
0004,0002,0002,0005,0003,0001,0006,0002,0003
0004,0002,0001,0002,0002,0001,0005,0002,0001
0004,0000,0000,0002,0000,0000,0002,0002,0000
0004,0000,0000,0002,0000,0002,0002,0004,0000
0002,0002,0001,0002,0001,0001,0001,0001,0003
0002,0002,0001,0002,0001,0001,0001,0001,0003
0002,0002,0001,0001,0001,0001,0000,-002,0003
0001,-001,0002,0001,-001,0001,-001,-002,-002
0001,-001,0002,0001,0000,0001,0000,-001,0000
0001,-001,0003,0001,0000,0002,0001,0001,0000
0002,0001,0001,0001,0000,-002,0001,0000,0000
0002,0001,0001,0001,-001,-002,-001,0000,0000
0002,0001,0001,0001,-001,-002,-001,0000,-001
-001,-001,0000,0000,0001,-001,0000,0001,0000
-001,-001,0000,0000,0001,-001,0000,0001,0000
-001,-001,0000,0000,0001,-002,0001,0001,0000
0000,0000,0000,0000,0000,-002,0001,0001,0000
