delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
-001,-001,-002,0001,0001,0001,0001,0001,0000
0000,0000,-002,0000,0002,0000,0002,0001,-001
0000,0000,-002,0000,0002,0000,0002,0001,0003
0000,0000,-003,0000,0002,-001,0002,0001,0001
0001,0002,-003,0000,0000,-001,-002,0000,0003
0001,0002,-003,0000,0000,-001,-002,0000,0001
0000,0002,-002,0000,0000,-001,-002,0000,0002
-001,0000,-001,0001,0002,-001,-001,0000,0001
0000,0000,-001,0001,0002,-001,0001,0000,0001
0000,0000,-001,0001,0002,0000,0002,0000,0001
0000,0002,-001,0001,0004,0003,0002,0001,0003
0000,0003,0001,0002,0004,0003,0002,0001,0005
0000,0004,0002,0002,0005,0009,0002,0002,0007
0001,0013,0004,0002,0014,0014,0002,0009,0014
0001,0019,0006,0003,0021,0023,0004,0011,0016
0001,0030,0006,0003,0028,0025,0004,0011,0021
0005,0032,0007,0005,0028,0028,0004,0013,0021
0005,0032,0007,0005,0028,0028,0004,0013,0021
0005,0031,0007,0005,0027,0025,0004,0013,0021
0005,0031,0007,0005,0027,0024,0004,0013,0021
0005,0029,0007,0005,0025,0024,0004,0013,0021
0005,0025,0007,0005,0024,0024,0004,0013,0021
0004,0023,0007,0005,0020,0019,0004,0011,0014
0002,0018,0006,0004,0016,0017,0003,0009,0013
-002,0011,0002,0001,0009,0010,0000,0002,0006
-002,0009,0002,0001,0009,0010,0000,0002,0006
-002,0006,0002,0001,0009,0010,0000,0002,0006
-002,0005,0002,0001,0009,0010,0000,0002,0006
-002,0005,0002,0001,0009,0010,0000,0002,0006
-002,0005,0002,0001,0009,0010,0000,0002,0006
-001,0003,0002,0001,0003,0004,0002,0002,0003
0000,0002,0001,0002,0003,0003,0003,0002,0003
0000,0002,0002,0003,0003,0001,0003,0002,-001
0000,-001,0001,0003,0003,0001,0003,0002,-001
0000,-001,-001,0003,0003,-001,0001,0001,0001
0000,0000,-001,0001,0001,-001,0001,0001,0001
0000,0001,0000,0001,0001,-001,0001,0001,0001
0000,0001,0000,0001,0000,0000,0001,0002,0001
0000,-001,-002,0001,0002,0000,0001,0002,0001
0000,-001,-002,0001,0002,-001,0001,0002,0001
0000,0001,-001,0001,0002,-001,0000,0001,0003
0000,0001,-001,0001,0001,-001,0001,0001,0003
0000,0002,0000,0002,0001,0000,0000,0001,0002
-001,0000,0000,0000,0003,0000,0001,0000,0000
-001,0000,-002,0001,0003,0000,0001,0000,0002
-001,0000,-003,0000,0001,0000,0001,0000,0000
0000,-002,-003,0001,0001,-001,0001,0000,0000
0000,-002,-001,0001,0001,0000,0001,0000,-001
0000,-002,-001,0002,0001,0000,0001,0000,-001
-001,0001,-001,0001,0001,0000,0003,0001,-001
-001,0001,-001,0001,0001,0000,0003,0001,0000
-001,0001,0000,0001,0001,0000,0003,0002,0003
0000,0000,0001,0002,0001,-001,0002,0001,0001
0000,0000,0001,0002,0001,-001,0001,0001,0001
0000,0000,-001,0002,0001,-001,0001,0001,0001
