time,delta0,delta1,delta2,delta3,delta4
0,0011,0003,0018,0023,0029,
1,0011,0003,0018,0023,0029,
2,0024,0019,0040,0058,0048,
3,0024,0019,0040,0058,0048,
4,0024,0019,0040,0058,0048,
5,0022,0015,0035,0042,0036,
6,0022,0015,0035,0042,0036,
7,0022,0015,0035,0038,0036,
8,0009,0008,0016,0018,0023,
9,0009,0008,0016,0018,0023,
10,0009,0008,0016,0018,0023,
11,0007,0001,0009,0006,0013,
12,0007,0001,0009,0006,0013,
13,0007,0001,0009,0006,0013,
14,0005,-001,0009,0007,0005,
15,0005,-001,0009,0007,0005,
16,0005,-001,0009,0007,0005,
17,0004,0000,0003,0004,0006,
18,0004,0000,0003,0004,0006,
19,0004,0000,0003,0004,0006,
20,0004,-001,0007,0002,0006,
21,0004,-001,0007,0002,0006,
22,0004,-001,0007,0002,0006,
23,0005,0001,0002,0001,0007,
24,0005,0001,0002,0001,0007,
25,0005,0001,0002,0001,0007,
26,0007,0000,0005,0001,0005,
27,0007,0000,0005,0001,0005,
28,0007,0000,0005,0001,0005,
29,0004,0007,0002,0000,-001,
