time,delta0,delta1,delta2,delta3,delta4
0,0010,0008,0022,0028,0027,
1,0010,0008,0022,0028,0027,
2,0031,0017,0037,0060,0057,
3,0031,0017,0037,0060,0057,
4,0031,0017,0037,0060,0057,
5,0023,0021,0033,0040,0041,
6,0023,0021,0033,0040,0041,
7,0023,0021,0033,0040,0041,
8,0011,0006,0016,0020,0021,
9,0011,0006,0016,0020,0021,
10,0011,0006,0016,0020,0021,
11,0006,0003,0011,0005,0013,
12,0006,0003,0011,0005,0013,
13,0006,0003,0011,0005,0013,
14,0002,0002,0010,0009,0005,
15,0002,0002,0010,0009,0005,
16,0002,0002,0010,0009,0005,
17,0004,0000,0003,0004,0003,
18,0004,0000,0003,0004,0003,
19,0004,0000,0003,0004,0003,
20,0003,-002,0007,0004,0001,
21,0003,-002,0007,0004,0001,
22,0003,-002,0007,0004,0001,
23,0005,-001,0002,0000,0003,
24,0005,-001,0002,0000,0003,
25,0005,-001,0002,0000,0003,
26,-001,0000,0007,0004,0001,
27,-001,0000,0007,0004,0001,
28,-001,0000,0007,0004,0001,
29,0003,0001,0002,0000,-002,
