time,delta0,delta1,delta2,delta3,delta4
0,0008,0015,0020,0035,0032,
1,0008,0015,0020,0035,0032,
2,0016,0016,0034,0046,0033,
3,0016,0016,0034,0046,0033,
4,0016,0016,0034,0046,0033,
5,0011,0011,0022,0019,0022,
6,0011,0011,0022,0019,0022,
7,0011,0011,0022,0019,0022,
8,0007,0004,0012,0011,0014,
9,0007,0004,0012,0011,0014,
10,0007,0004,0012,0011,0014,
11,0003,0000,0008,0008,0005,
12,0003,0000,0008,0008,0005,
13,0003,0000,0008,0008,0005,
14,0004,0001,0006,0005,0007,
15,0004,0001,0006,0005,0007,
16,0004,0001,0006,0005,0007,
17,0001,-001,0006,0007,0001,
18,0001,-001,0006,0007,0001,
19,0001,-001,0006,0007,0001,
20,-001,0000,0004,0005,0002,
21,-001,0000,0004,0005,0002,
22,-001,0000,0004,0005,0002,
23,0001,0003,0001,0003,-002,
24,0001,0003,0001,0003,-002,
25,0001,0003,0001,0003,-002,
26,-002,0001,0005,0003,-001,
27,-002,0001,0005,0003,-001,
28,-002,0001,0005,0003,-001,
29,0001,0001,0006,0003,0002,
