time,delta0,delta1,delta2,delta3,delta4
0,0029,0024,0044,0067,0059,
1,0029,0024,0044,0067,0059,
2,0033,0028,0045,0056,0049,
3,0033,0028,0045,0056,0049,
4,0031,0028,0042,0051,0049,
5,0012,0013,0020,0020,0024,
6,0012,0013,0020,0020,0024,
7,0012,0013,0020,0020,0024,
8,0006,0007,0007,0004,0006,
9,0006,0007,0007,0004,0006,
10,0006,0007,0007,0004,0006,
11,0003,0001,0006,0004,0002,
12,0003,0001,0006,0004,0002,
13,0003,0001,0006,0004,0002,
14,0004,0002,0001,0001,0007,
15,0004,0002,0001,0001,0007,
16,0004,0002,0001,0001,0007,
17,0005,0000,0000,0000,0003,
18,0005,0000,0000,0000,0003,
19,0005,0000,0000,0000,0003,
20,0004,0001,0003,-001,0006,
21,0004,0001,0003,-001,0006,
22,0004,0001,0003,-001,0006,
23,0000,0002,0004,0001,0003,
24,0000,0002,0004,0001,0003,
25,0000,0002,0004,0001,0003,
26,0002,0001,0007,0003,0001,
27,0002,0001,0007,0003,0001,
28,0002,0001,0007,0003,0001,
29,0004,-002,0000,-001,0004,
