time,delta0,delta1,delta2,delta3,delta4
0,0019,0016,0034,0052,0042,
1,0019,0016,0034,0052,0042,
2,0037,0019,0046,0068,0053,
3,0037,0019,0046,0068,0053,
4,0037,0019,0046,0068,0053,
5,0020,0018,0028,0034,0030,
6,0020,0018,0028,0034,0030,
7,0020,0018,0028,0034,0030,
8,0009,0008,0012,0012,0013,
9,0009,0008,0012,0012,0013,
10,0009,0008,0012,0012,0013,
11,0005,0005,0007,0005,0006,
12,0005,0005,0007,0005,0006,
13,0005,0005,0007,0005,0006,
14,0004,0004,0002,0003,0003,
15,0004,0004,0002,0003,0003,
16,0004,0004,0002,0003,0003,
17,0002,0001,0009,0007,0001,
18,0002,0001,0009,0007,0001,
19,0002,0001,0009,0007,0001,
20,0004,0003,0002,0000,0001,
21,0004,0003,0002,0000,0001,
22,0004,0003,0002,0000,0001,
23,0006,0000,0003,0002,0002,
24,0006,0000,0003,0002,0002,
25,0006,0000,0003,0002,0002,
26,0006,-002,0002,0000,0001,
27,0006,-002,0002,0000,0001,
28,0006,-002,0002,0000,0001,
29,0004,-002,0002,0000,0004,
