time,delta0,delta1,delta2,delta3,delta4
0,0026,0020,0038,0067,0064,
1,0026,0020,0038,0067,0064,
2,0029,0028,0042,0055,0048,
3,0029,0028,0042,0051,0048,
4,0029,0028,0041,0047,0048,
5,0014,0009,0022,0021,0023,
6,0008,0009,0022,0019,0023,
7,0008,0009,0022,0019,0023,
8,0009,0002,0006,0007,0012,
9,0009,0002,0006,0007,0012,
10,0009,0002,0006,0007,0012,
11,-001,-001,0009,0005,0003,
12,-001,-001,0009,0005,0003,
13,-001,-001,0009,0005,0003,
14,0001,0002,-004,0002,0003,
15,0001,0002,-004,0002,0003,
16,0001,0002,-004,0002,0003,
17,0000,0001,0006,0005,0002,
18,0000,0001,0006,0005,0002,
19,0000,0001,0006,0005,0002,
20,0000,0000,0005,0003,0003,
21,0000,0000,0005,0003,0003,
22,0000,0000,0005,0003,0003,
23,0002,0003,-003,0000,0000,
24,0002,0003,-003,0000,0000,
25,0002,0003,-003,0000,0000,
26,0002,-001,-002,-001,0000,
27,0002,-001,-002,-001,0000,
28,0002,-001,-002,-001,0000,
29,0000,0002,0000,-003,0002,
