time,delta0,delta1,delta2,delta3,delta4
0,0016,0011,0025,0029,0034,
1,0016,0011,0025,0029,0034,
2,0021,0013,0027,0028,0033,
3,0021,0013,0027,0028,0033,
4,0021,0013,0027,0028,0033,
5,0009,0008,0012,0014,0011,
6,0009,0008,0012,0014,0011,
7,0009,0008,0012,0014,0011,
8,0004,0006,0007,0002,0007,
9,0004,0006,0007,0002,0007,
10,0004,0006,0007,0002,0007,
11,0006,0003,0002,0002,0010,
12,0006,0003,0002,0002,0010,
13,0006,0003,0002,0002,0010,
14,0008,0004,0004,0002,0008,
15,0008,0004,0004,0002,0008,
16,0008,0004,0004,0002,0008,
17,0001,0003,0002,0002,0005,
18,0001,0003,0002,0002,0005,
19,0001,0003,0002,0002,0005,
20,0010,0005,0003,0001,0012,
21,0010,0005,0003,0001,0012,
22,0010,0005,0003,0001,0012,
23,0005,0005,0000,0001,0005,
24,0005,0005,0000,0001,0005,
25,0005,0005,0000,0001,0005,
26,0003,0006,0001,0002,0005,
27,0003,0006,0001,0002,0005,
28,0003,0006,0001,0002,0005,
29,0001,0003,0010,0006,0004,
