time,delta0,delta1,delta2,delta3,delta4
0,0013,0015,0025,0042,0038,
1,0013,0015,0025,0044,0038,
2,0037,0032,0059,0086,0066,
3,0037,0032,0059,0086,0066,
4,0037,0032,0059,0085,0066,
5,0027,0019,0046,0050,0044,
6,0027,0019,0046,0050,0044,
7,0027,0019,0036,0042,0043,
8,0006,0004,0020,0019,0015,
9,0006,0004,0020,0019,0015,
10,0006,0004,0020,0019,0015,
11,0003,0004,0007,0008,0005,
12,0003,0004,0007,0008,0005,
13,0003,0004,0007,0008,0005,
14,0001,-001,0009,0005,0004,
15,0001,-001,0009,0005,0004,
16,0001,-001,0009,0005,0004,
17,-001,-001,0006,0007,0001,
18,-001,-001,0006,0007,0001,
19,-001,-001,0006,0007,0001,
20,0003,0001,0001,0003,0006,
21,0003,0001,0001,0003,0006,
22,0003,0001,0001,0003,0006,
23,0001,0003,0002,0000,-001,
24,0001,0003,0002,0000,-001,
25,0001,0003,0002,0000,-001,
26,0004,-001,0001,0001,0005,
27,0004,-001,0001,0001,0005,
28,0004,-001,0001,0001,0005,
29,0004,-001,0001,0000,0004,
