time,delta0,delta1,delta2,delta3,delta4
0,0024,0018,0036,0057,0054,
1,0024,0018,0036,0057,0054,
2,0033,0023,0037,0046,0044,
3,0033,0023,0037,0043,0044,
4,0024,0023,0037,0036,0044,
5,0012,0008,0015,0017,0019,
6,0012,0008,0015,0013,0019,
7,0012,0008,0015,0013,0019,
8,0001,0006,0006,0002,0009,
9,0001,0006,0006,0002,0009,
10,0001,0006,0006,0002,0009,
11,0000,0001,0004,0004,0005,
12,0000,0001,0004,0004,0005,
13,0000,0001,0004,0004,0005,
14,-001,0001,0004,0004,0002,
15,-001,0001,0004,0004,0002,
16,-001,0001,0004,0004,0002,
17,0000,0003,0001,-002,0001,
18,0000,0003,0001,-001,0001,
19,0000,0003,0001,-001,0001,
20,0000,0006,-001,0000,0001,
21,0000,0006,-001,0000,0001,
22,0000,0006,-001,0000,0001,
23,0002,0001,-002,0001,0003,
24,0002,0001,-002,0001,0003,
25,0002,0001,-002,0001,0003,
26,0004,0001,0001,0001,0005,
27,0004,0001,0001,0001,0005,
28,0004,0001,0001,0001,0005,
29,-001,0000,0005,0001,-001,
