time,delta0,delta1,delta2,delta3,delta4
0,0029,0022,0041,0072,0064,
1,0029,0022,0044,0085,0067,
2,0042,0034,0057,0085,0064,
3,0042,0034,0057,0071,0058,
4,0036,0028,0036,0042,0051,
5,0014,0008,0020,0024,0025,
6,0014,0006,0015,0019,0025,
7,0014,0006,0015,0019,0025,
8,0002,0005,0001,0006,0010,
9,0002,0005,0001,0006,0010,
10,0002,0005,0001,0006,0010,
11,0001,-001,0006,0004,0005,
12,0001,-001,0006,0004,0005,
13,0001,-001,0006,0004,0005,
14,0002,0002,0006,0003,0006,
15,0002,0002,0006,0003,0006,
16,0002,0002,0006,0003,0006,
17,0005,-002,-001,-002,0008,
18,0005,-002,-001,-002,0008,
19,0005,-002,-001,-002,0008,
20,0003,0003,-001,0000,0001,
21,0003,0003,-001,0000,0001,
22,0003,0003,-001,0000,0001,
23,-001,-001,0002,0001,0001,
24,-001,-001,0002,0001,0001,
25,-001,-001,0002,0001,0001,
26,0002,-002,-001,0001,0006,
27,0002,-002,-001,0001,0006,
28,0002,-001,0000,0001,0006,
29,-004,-001,0007,0001,0000,
