time,delta0,delta1,delta2,delta3,delta4
0,0018,0016,0032,0047,0050,
1,0018,0016,0033,0049,0050,
2,0030,0022,0050,0068,0056,
3,0030,0022,0050,0068,0056,
4,0030,0022,0047,0060,0056,
5,0016,0016,0033,0034,0035,
6,0016,0016,0033,0034,0035,
7,0016,0016,0033,0034,0035,
8,0012,0004,0014,0014,0020,
9,0012,0004,0014,0014,0020,
10,0012,0004,0014,0014,0020,
11,0005,0002,0011,0008,0007,
12,0005,0002,0011,0008,0007,
13,0005,0002,0011,0008,0007,
14,0003,0002,0011,0005,0003,
15,0003,0002,0011,0005,0003,
16,0003,0002,0011,0005,0003,
17,0002,0000,0007,0001,0003,
18,0002,0000,0007,0001,0003,
19,0002,0000,0007,0001,0003,
20,0001,0002,0007,0003,0001,
21,0001,0002,0007,0003,0001,
22,0001,0002,0007,0003,0001,
23,0005,0002,-001,0001,0002,
24,0005,0002,-001,0001,0002,
25,0005,0002,0000,0001,0002,
26,0001,0002,0003,-003,0001,
27,0001,0002,0003,-003,0001,
28,0001,0002,0003,-003,0001,
29,0005,0000,0005,-001,0004,
