time,delta0,delta1,delta2,delta3,delta4
0,0037,0024,0050,0078,0072,
1,0037,0024,0050,0082,0073,
2,0046,0035,0072,0106,0082,
3,0046,0035,0072,0106,0082,
4,0046,0035,0072,0106,0082,
5,0046,0035,0057,0076,0068,
6,0046,0035,0057,0076,0068,
7,0041,0034,0048,0063,0068,
8,0019,0015,0032,0040,0032,
9,0019,0015,0032,0034,0032,
10,0019,0015,0030,0034,0032,
11,0010,0005,0013,0015,0015,
12,0010,0005,0013,0015,0015,
13,0010,0005,0013,0015,0015,
14,0000,-004,0007,0004,0001,
15,0000,-004,0007,0004,0001,
16,0000,-004,0007,0004,0001,
17,-002,-003,0003,0001,-002,
18,-002,-003,0003,0001,-002,
19,-002,-003,0003,0001,-002,
20,-001,0002,-007,-008,-002,
21,-001,0002,-007,-008,-002,
22,-001,0002,-007,-008,-002,
23,-006,-006,0002,-001,-006,
24,-006,-006,0002,-001,-006,
25,-006,-006,0002,-001,-006,
26,0003,0000,-003,-006,-005,
27,0003,0000,-003,-006,-005,
28,0003,0000,-003,-006,-005,
29,-002,-004,-005,-006,-007,
