time,delta0,delta1,delta2,delta3,delta4
0,0026,0020,0040,0065,0059,
1,0026,0020,0040,0065,0059,
2,0025,0025,0040,0054,0036,
3,0025,0025,0037,0037,0036,
4,0024,0025,0031,0037,0036,
5,0008,0007,0014,0010,0016,
6,0008,0007,0014,0010,0016,
7,0008,0007,0014,0010,0016,
8,0005,0004,0005,0002,0008,
9,0005,0004,0005,0002,0008,
10,0005,0004,0005,0002,0008,
11,0003,0002,0000,0000,0005,
12,0003,0002,0000,0000,0005,
13,0003,0002,0000,0000,0005,
14,0000,0003,0002,0002,0001,
15,0000,0003,0002,0002,0001,
16,0000,0003,0002,0002,0001,
17,0004,0000,0000,-001,0006,
18,0004,0000,0000,-001,0006,
19,0004,0000,0000,-001,0006,
20,0004,0001,0003,0000,0005,
21,0004,0001,0003,0000,0005,
22,0004,0001,0003,0000,0005,
23,0000,0001,0008,0003,0001,
24,0000,0001,0008,0003,0001,
25,0000,0001,0008,0003,0001,
26,0003,0001,0004,0002,0004,
27,0003,0001,0004,0002,0004,
28,0003,0001,0004,0002,0004,
29,0005,-002,-001,-001,0007,
