time,delta0,delta1,delta2,delta3,delta4
0,0020,0014,0035,0044,0044,
1,0020,0014,0035,0044,0044,
2,0019,0017,0034,0038,0034,
3,0019,0017,0034,0038,0034,
4,0019,0017,0034,0038,0034,
5,0007,0006,0024,0020,0023,
6,0007,0006,0024,0020,0023,
7,0007,0006,0023,0020,0023,
8,0005,0005,0009,0005,0011,
9,0005,0005,0009,0005,0011,
10,0005,0005,0009,0005,0011,
11,0003,0001,0008,0003,0011,
12,0003,0001,0008,0003,0011,
13,0003,0001,0008,0003,0011,
14,0008,0000,0003,-001,0008,
15,0008,0000,0003,-001,0008,
16,0008,0000,0003,-001,0008,
17,0001,-001,0007,0001,0000,
18,0001,-001,0007,0001,0000,
19,0001,-001,0007,0001,0000,
20,0000,0000,0003,0001,0001,
21,0000,0000,0003,0001,0001,
22,0000,0000,0003,0001,0001,
23,0001,0003,-001,-003,0000,
24,0001,0003,-001,-003,0000,
25,0001,0003,-001,-003,0000,
26,0003,0000,0004,-002,0002,
27,0003,0000,0004,-002,0002,
28,0003,0000,0004,-002,0002,
29,-002,0001,0004,0002,-001,
