time,delta0,delta1,delta2,delta3,delta4
0,0016,0012,0024,0036,0042,
1,0016,0012,0024,0046,0042,
2,0042,0038,0069,0116,0098,
3,0042,0038,0069,0116,0098,
4,0042,0038,0071,0122,0098,
5,0042,0038,0078,0109,0082,
6,0042,0038,0078,0102,0082,
7,0042,0038,0060,0072,0066,
8,0055,0044,0057,0061,0041,
9,0055,0044,0037,0042,0038,
10,0055,0044,0037,0042,0038,
11,0055,0044,0021,0017,0017,
12,0012,0011,0021,0017,0017,
13,0012,0011,0021,0017,0017,
14,0001,0006,0009,0004,0005,
15,0001,0006,0009,0004,0005,
16,0001,0006,0009,0004,0005,
17,0003,0002,0004,0004,0004,
18,0003,0002,0004,0004,0004,
19,0003,0002,0004,0004,0004,
20,0000,0005,-001,0000,0001,
21,0000,0005,-001,0000,0001,
22,0000,0005,-001,0000,0001,
23,0000,0003,-002,-001,-001,
24,0000,0003,-002,-001,-001,
25,0000,0003,-002,-001,-001,
26,0003,0002,-003,-004,0005,
27,0003,0002,-003,-004,0005,
28,0003,0002,-003,-004,0005,
29,0002,0002,0001,0000,0004,
