time,delta0,delta1,delta2,delta3,delta4
0,0015,0017,0029,0043,0046,
1,0015,0017,0029,0048,0046,
2,0035,0022,0055,0074,0056,
3,0035,0022,0055,0074,0056,
4,0035,0022,0046,0054,0056,
5,0017,0016,0037,0036,0026,
6,0014,0012,0028,0023,0026,
7,0014,0012,0027,0023,0026,
8,0007,0008,0005,0008,0011,
9,0007,0008,0005,0008,0011,
10,0007,0008,0005,0008,0011,
11,0004,0005,0004,0005,0006,
12,0004,0005,0004,0005,0006,
13,0004,0005,0004,0005,0006,
14,0007,0001,0003,0003,0010,
15,0007,0001,0003,0003,0010,
16,0007,0001,0003,0003,0010,
17,0002,0000,0005,0005,0003,
18,0002,0000,0005,0005,0003,
19,0002,0000,0005,0005,0003,
20,0004,0000,0003,0000,0006,
21,0004,0000,0003,0000,0006,
22,0004,0000,0003,0000,0006,
23,0002,0003,0002,-001,0005,
24,0002,0003,0002,-001,0005,
25,0002,0003,0002,-001,0005,
26,-003,0002,0011,0006,0004,
27,-003,0002,0011,0006,0004,
28,-003,0002,0011,0006,0004,
29,0001,0001,0009,0004,0002,
