time,delta0,delta1,delta2,delta3,delta4
0,0011,0006,0018,0022,0026,
1,0011,0006,0018,0022,0026,
2,0030,0018,0044,0055,0049,
3,0030,0018,0044,0055,0049,
4,0030,0018,0044,0047,0049,
5,0013,0011,0024,0021,0025,
6,0013,0011,0023,0021,0025,
7,0013,0011,0021,0021,0025,
8,0003,0004,0005,0002,0008,
9,0003,0004,0005,0002,0008,
10,0003,0004,0005,0002,0008,
11,0000,0001,0003,0005,0004,
12,0000,0001,0003,0005,0004,
13,0000,0001,0003,0005,0004,
14,0004,0000,0002,0001,0005,
15,0004,0000,0002,0001,0005,
16,0004,0000,0002,0001,0005,
17,0003,0000,0002,0001,0005,
18,0003,0000,0002,0001,0005,
19,0003,0000,0002,0001,0005,
20,-001,0000,0001,0000,0000,
21,-001,0000,0001,0000,0000,
22,-001,0000,0001,0000,0000,
23,0003,-002,-003,0001,0005,
24,0003,-002,-003,0001,0005,
25,0003,-002,-003,0001,0005,
26,-001,0002,0002,0000,0002,
27,-001,0002,0002,0000,0002,
28,-001,0002,0002,0000,0002,
29,0001,0001,0001,0000,0000,
