time,delta0,delta1,delta2,delta3,delta4
0,0014,0015,0025,0038,0041,
1,0014,0015,0025,0043,0041,
2,0030,0032,0052,0082,0060,
3,0030,0032,0052,0082,0060,
4,0030,0032,0046,0054,0060,
5,0017,0014,0034,0034,0026,
6,0013,0014,0022,0023,0026,
7,0013,0014,0022,0023,0026,
8,0007,0004,0011,0008,0009,
9,0007,0004,0011,0008,0009,
10,0007,0004,0011,0008,0009,
11,0002,0002,0006,0004,0003,
12,0002,0002,0006,0004,0003,
13,0002,0002,0006,0004,0003,
14,0003,0004,0002,0000,0005,
15,0003,0004,0002,0000,0005,
16,0003,0004,0002,0000,0005,
17,0005,-001,0002,-002,0003,
18,0005,-001,0002,-002,0003,
19,0005,-001,0002,-002,0003,
20,0005,0000,0001,-002,0007,
21,0005,0000,0001,-002,0007,
22,0005,0000,0001,-002,0007,
23,0005,0001,0000,-003,0004,
24,0005,0001,0000,-003,0004,
25,0005,0001,0000,-003,0004,
26,0001,0003,0001,0001,0000,
27,0001,0003,0001,0001,0000,
28,0001,0003,0001,0001,0000,
29,0005,0003,-003,-001,0003,
