time,delta0,delta1,delta2,delta3,delta4
0,0015,0014,0037,0055,0057,
1,0015,0014,0040,0067,0057,
2,0045,0043,0070,0112,0099,
3,0045,0043,0070,0112,0099,
4,0045,0043,0070,0112,0099,
5,0045,0043,0074,0112,0101,
6,0045,0043,0074,0112,0101,
7,0045,0043,0074,0102,0095,
8,0045,0033,0066,0093,0058,
9,0042,0029,0054,0057,0057,
10,0021,0011,0047,0057,0057,
11,0021,0011,0033,0030,0029,
12,0021,0011,0026,0026,0029,
13,0021,0011,0026,0026,0029,
14,0021,0011,0019,0013,0011,
15,0009,0003,0019,0013,0011,
16,0009,0003,0019,0013,0011,
17,0005,0003,0009,0004,0003,
18,0005,0003,0009,0004,0003,
19,0005,0003,0009,0004,0003,
20,0001,0003,0002,0000,0005,
21,0001,0003,0002,0000,0005,
22,0001,0003,0002,0000,0005,
23,0007,0002,0004,-001,0006,
24,0007,0002,0004,-001,0006,
25,0007,0002,0004,-001,0006,
26,0003,0002,0006,0002,0003,
27,0003,0002,0006,0002,0003,
28,0003,0002,0006,0002,0003,
29,0000,-001,0006,0002,0002,
