time,delta0,delta1,delta2,delta3,delta4
0,0021,0019,0042,0068,0062,
1,0021,0019,0046,0071,0062,
2,0030,0022,0049,0059,0046,
3,0030,0022,0049,0059,0046,
4,0030,0022,0038,0044,0046,
5,0006,0009,0021,0019,0017,
6,0006,0009,0021,0019,0017,
7,0006,0009,0021,0019,0017,
8,0002,0002,0011,0008,0008,
9,0002,0002,0011,0008,0008,
10,0002,0002,0011,0008,0008,
11,0002,0003,0005,0002,0002,
12,0002,0003,0005,0002,0002,
13,0002,0003,0005,0002,0002,
14,-001,-002,0006,0004,0001,
15,-001,-002,0006,0004,0001,
16,-001,-002,0006,0004,0001,
17,-001,-002,0003,0003,0001,
18,-001,-002,0003,0003,0001,
19,-001,-002,0003,0003,0001,
20,-001,0001,-003,-002,0002,
21,-001,0001,-003,-002,0002,
22,-001,0001,-003,-002,0002,
23,0001,0002,0002,-001,-001,
24,0001,0002,0002,-001,-001,
25,0001,0002,0002,-001,-001,
26,0004,-001,0000,-003,0005,
27,0004,-001,0000,-003,0005,
28,0004,-001,0000,-003,0005,
29,0000,0002,0004,0003,0001,
