time,delta0,delta1,delta2,delta3,delta4
0,0018,0018,0036,0054,0045,
1,0018,0018,0036,0054,0045,
2,0029,0019,0039,0049,0047,
3,0029,0019,0039,0049,0047,
4,0029,0019,0039,0047,0047,
5,0010,0011,0020,0020,0019,
6,0010,0011,0020,0020,0019,
7,0010,0011,0020,0020,0019,
8,0000,0004,0008,0004,0009,
9,0000,0004,0008,0004,0009,
10,0000,0004,0008,0004,0009,
11,0000,0002,0007,0003,0004,
12,0000,0002,0007,0003,0004,
13,0000,0002,0007,0003,0004,
14,-001,0001,0005,0002,0002,
15,-001,0001,0005,0002,0002,
16,-001,0001,0005,0002,0002,
17,0003,-002,0003,-001,0004,
18,0003,-002,0003,-001,0004,
19,0003,-002,0003,-001,0004,
20,0001,0001,0006,0001,0001,
21,0001,0001,0006,0001,0001,
22,0001,0001,0006,0001,0001,
23,-001,0000,0005,0002,0001,
24,-001,0000,0005,0002,0001,
25,-001,0000,0005,0002,0001,
26,-002,0002,0007,0000,-001,
27,-002,0002,0007,0000,-001,
28,-002,0002,0007,0000,-001,
29,-001,0004,-001,0001,0000,
