time,delta0,delta1,delta2,delta3,delta4
0,0033,0032,0051,0086,0086,
1,0033,0032,0054,0089,0086,
2,0031,0021,0042,0070,0061,
3,0031,0021,0042,0051,0050,
4,0028,0021,0034,0045,0050,
5,0010,0009,0019,0021,0021,
6,0010,0009,0019,0021,0021,
7,0010,0009,0019,0021,0021,
8,0003,0006,0005,0006,0009,
9,0002,0005,0004,0005,0008,
10,0002,0005,0004,0005,0008,
11,-002,0004,-001,0002,0003,
12,-002,0004,-001,0002,0003,
13,-002,0004,-001,0002,0003,
14,-001,0001,0003,0005,0002,
15,-001,0001,0003,0005,0002,
16,-001,0001,0003,0005,0002,
17,0002,0001,0001,0005,0001,
18,0002,0001,0001,0005,0001,
19,0002,0001,0001,0005,0001,
20,0004,-001,0003,-001,0004,
21,0004,-001,0003,-001,0004,
22,0004,-001,0003,-001,0004,
23,0004,-001,0000,0000,0008,
24,0004,-001,0000,0000,0008,
25,0004,-001,0000,0000,0008,
26,0001,0002,0003,0001,0003,
27,0001,0002,0003,0001,0003,
28,0001,0002,0003,0001,0003,
29,0002,0001,-001,0000,0009,
