time,delta0,delta1,delta2,delta3,delta4
0,0036,0031,0054,0091,0099,
1,0036,0031,0061,0094,0088,
2,0026,0026,0050,0087,0058,
3,0025,0026,0038,0041,0046,
4,0022,0022,0037,0037,0044,
5,0005,0007,0019,0014,0016,
6,0005,0007,0015,0014,0015,
7,0005,0007,0015,0014,0015,
8,0004,0003,0007,0004,0012,
9,0004,0003,0007,0004,0012,
10,0004,0003,0007,0004,0012,
11,-003,0001,0006,0005,0005,
12,-002,0001,0006,0005,0005,
13,-002,0001,0006,0005,0005,
14,0001,0004,-001,0000,0004,
15,0001,0004,-001,0000,0004,
16,0001,0004,-001,0000,0004,
17,-002,-002,0003,0003,0003,
18,-002,-002,0003,0003,0003,
19,-002,-002,0003,0003,0003,
20,0002,0003,-002,-001,0003,
21,0002,0003,-002,-001,0003,
22,0002,0003,-002,-001,0003,
23,-005,0003,-002,0000,0004,
24,-005,0003,-002,0000,0004,
25,-005,0003,-002,0000,0004,
26,-001,0003,-003,0002,0001,
27,-001,0003,-003,0002,0001,
28,-001,0003,-003,0002,0001,
29,-002,0003,-001,-003,0005,
