time,delta0,delta1,delta2,delta3,delta4
0,0018,0017,0035,0053,0053,
1,0018,0017,0035,0056,0053,
2,0030,0024,0051,0069,0048,
3,0030,0024,0051,0069,0048,
4,0030,0024,0040,0050,0048,
5,0010,0010,0024,0022,0023,
6,0010,0010,0024,0022,0023,
7,0010,0010,0024,0022,0023,
8,0005,0007,0005,0005,0007,
9,0005,0007,0005,0005,0007,
10,0005,0007,0005,0005,0007,
11,0004,0000,0003,0003,0007,
12,0004,0000,0003,0003,0007,
13,0004,0000,0003,0003,0007,
14,0001,0003,-001,0001,0001,
15,0001,0003,-001,0001,0001,
16,0001,0003,-001,0001,0001,
17,0002,0003,0000,-002,0000,
18,0002,0003,0000,-002,0000,
19,0002,0003,0000,-002,0000,
20,-003,0002,0005,0001,0001,
21,-003,0002,0005,0001,0001,
22,-003,0002,0005,0001,0001,
23,0001,0000,0000,0001,0002,
24,0001,0000,0000,0001,0002,
25,0001,0000,0000,0001,0002,
26,0006,0001,-002,0001,0002,
27,0006,0001,-002,0001,0002,
28,0006,0001,-002,0001,0002,
29,0001,-002,0000,0000,0006,
