time,delta0,delta1,delta2,delta3,delta4
0,0016,0018,0029,0042,0040,
1,0016,0018,0029,0042,0040,
2,0020,0012,0027,0033,0028,
3,0020,0012,0027,0033,0028,
4,0020,0012,0027,0033,0028,
5,0008,0009,0013,0018,0013,
6,0008,0009,0013,0018,0013,
7,0008,0009,0013,0018,0013,
8,0006,0003,0007,0007,0006,
9,0006,0003,0007,0007,0006,
10,0006,0003,0007,0007,0006,
11,0004,0000,0005,0003,0007,
12,0004,0000,0005,0003,0007,
13,0004,0000,0005,0003,0007,
14,0000,-001,0006,0004,0000,
15,0000,-001,0006,0004,0000,
16,0000,-001,0006,0004,0000,
17,0002,0004,-002,0001,0001,
18,0002,0004,-002,0001,0001,
19,0002,0004,-002,0001,0001,
20,0003,0000,0002,0004,-001,
21,0003,0000,0002,0004,-001,
22,0003,0000,0002,0004,-001,
23,0003,0000,0001,0001,0004,
24,0003,0000,0001,0001,0004,
25,0003,0000,0001,0001,0004,
26,0005,0000,0004,0001,0002,
27,0005,0000,0004,0001,0002,
28,0005,0000,0004,0001,0002,
29,0000,0000,0000,0000,0001,
