time,delta0,delta1,delta2,delta3,delta4
0,0018,0010,0024,0037,0040,
1,0018,0010,0024,0037,0040,
2,0043,0035,0064,0102,0088,
3,0043,0035,0064,0102,0088,
4,0043,0035,0065,0102,0088,
5,0043,0035,0064,0089,0078,
6,0043,0035,0064,0089,0078,
7,0043,0035,0060,0081,0078,
8,0026,0019,0041,0055,0038,
9,0026,0019,0037,0045,0038,
10,0026,0019,0035,0042,0038,
11,0010,0008,0012,0012,0010,
12,0010,0008,0012,0012,0010,
13,0010,0008,0012,0012,0010,
14,0007,0005,0008,0003,0003,
15,0007,0005,0008,0003,0003,
16,0007,0005,0008,0003,0003,
17,0007,0004,0001,0003,-002,
18,0007,0004,0001,0003,-002,
19,0007,0004,0001,0003,-002,
20,0007,0000,0005,0001,0002,
21,0007,0000,0005,0001,0002,
22,0007,0000,0005,0001,0002,
23,0007,0000,0005,0002,0005,
24,0007,0000,0005,0002,0005,
25,0007,0000,0005,0002,0005,
26,0002,0001,0000,0002,-003,
27,0002,0001,0000,0002,-003,
28,0002,0001,0000,0002,-003,
29,0008,-001,0002,0000,0003,
