time,delta0,delta1,delta2,delta3,delta4
0,0013,0012,0030,0036,0034,
1,0013,0012,0030,0036,0034,
2,0025,0021,0042,0061,0049,
3,0025,0021,0042,0061,0049,
4,0025,0021,0042,0061,0049,
5,0020,0018,0027,0035,0031,
6,0020,0018,0027,0035,0031,
7,0020,0018,0027,0034,0031,
8,0010,0003,0015,0012,0015,
9,0010,0003,0015,0012,0015,
10,0010,0003,0015,0012,0015,
11,0006,0000,0009,0007,0010,
12,0006,0000,0009,0007,0010,
13,0006,0000,0009,0007,0010,
14,0005,-001,0008,0006,0005,
15,0005,-001,0008,0006,0005,
16,0005,-001,0008,0006,0005,
17,0005,-001,0007,0004,0002,
18,0005,-001,0007,0004,0002,
19,0005,-001,0007,0004,0002,
20,0004,0001,0001,0000,0002,
21,0004,0001,0001,0000,0002,
22,0004,0001,0001,0000,0002,
23,0005,0000,0006,0003,-001,
24,0005,0000,0006,0003,-001,
25,0005,0000,0006,0003,-001,
26,0004,0001,0001,0000,0004,
27,0004,0001,0001,0000,0004,
28,0004,0001,0001,0000,0004,
29,0003,-002,0005,0001,0000,
