time,delta0,delta1,delta2,delta3,delta4
0,0012,0011,0025,0036,0042,
1,0012,0011,0025,0036,0042,
2,0033,0024,0053,0078,0068,
3,0033,0024,0053,0078,0068,
4,0033,0024,0053,0078,0068,
5,0031,0026,0039,0053,0044,
6,0031,0026,0039,0044,0044,
7,0023,0026,0034,0042,0044,
8,0008,0004,0016,0015,0018,
9,0008,0004,0016,0015,0018,
10,0008,0004,0016,0015,0018,
11,0002,0005,0005,0006,0006,
12,0002,0005,0005,0006,0006,
13,0002,0005,0005,0006,0006,
14,0001,0002,0003,0004,0005,
15,0001,0002,0003,0004,0005,
16,0001,0002,0003,0004,0005,
17,-001,0001,0002,0004,0004,
18,-001,0001,0002,0004,0004,
19,-001,0001,0002,0004,0004,
20,0000,-001,0005,0002,0004,
21,0000,-001,0005,0002,0004,
22,0000,-001,0005,0002,0004,
23,0001,0003,0002,0003,0002,
24,0001,0003,0002,0003,0002,
25,0001,0003,0002,0003,0002,
26,-002,0002,0004,-001,0000,
27,-002,0002,0004,-001,0000,
28,-002,0002,0004,-001,0000,
29,0001,-001,0009,0003,0003,
