time,delta0,delta1,delta2,delta3,delta4
0,0009,0013,0022,0030,0026,
1,0009,0013,0022,0030,0026,
2,0032,0025,0050,0081,0059,
3,0032,0025,0050,0081,0059,
4,0032,0025,0050,0079,0059,
5,0026,0019,0039,0050,0039,
6,0026,0019,0039,0043,0039,
7,0026,0019,0036,0042,0039,
8,0006,0007,0014,0014,0013,
9,0006,0007,0014,0014,0013,
10,0006,0007,0014,0014,0013,
11,0003,0004,0004,0006,0004,
12,0003,0004,0004,0006,0004,
13,0003,0004,0004,0006,0004,
14,0003,0001,0005,0004,0006,
15,0003,0001,0005,0004,0006,
16,0003,0001,0005,0004,0006,
17,-001,0004,0003,0003,-002,
18,-001,0004,0003,0003,-002,
19,-001,0004,0003,0003,-002,
20,0000,0003,0010,0003,0000,
21,0000,0003,0010,0003,0000,
22,0000,0003,0010,0003,0000,
23,0001,0002,0002,0001,0002,
24,0001,0002,0002,0001,0002,
25,0001,0002,0002,0001,0002,
26,0000,0004,0000,0003,-001,
27,0000,0004,0000,0003,-001,
28,0000,0003,0000,0002,0000,
29,0002,0002,-001,-001,0000,
