time,delta0,delta1,delta2,delta3,delta4
0,0028,0019,0043,0072,0066,
1,0028,0019,0043,0072,0066,
2,0032,0027,0056,0070,0054,
3,0032,0027,0056,0070,0054,
4,0032,0027,0046,0056,0054,
5,0011,0015,0026,0025,0029,
6,0011,0015,0025,0024,0029,
7,0011,0015,0025,0024,0029,
8,0005,0003,0009,0006,0011,
9,0005,0003,0009,0006,0011,
10,0005,0003,0009,0006,0011,
11,0000,0005,0004,0003,0002,
12,0000,0005,0004,0003,0002,
13,0000,0005,0004,0003,0002,
14,0003,0002,0005,0003,0007,
15,0003,0002,0005,0003,0007,
16,0003,0002,0005,0003,0007,
17,0004,0000,0001,0000,0007,
18,0004,0000,0001,0000,0007,
19,0004,0000,0001,0000,0007,
20,0001,0005,0006,0001,0002,
21,0001,0005,0006,0001,0002,
22,0001,0005,0006,0001,0002,
23,-001,0003,0002,0001,0002,
24,-001,0003,0002,0001,0002,
25,-001,0003,0002,0001,0002,
26,-001,0002,0005,0003,-002,
27,-001,0002,0005,0003,-002,
28,-001,0002,0005,0003,-002,
29,-003,0000,0008,0003,0002,
