time,delta0,delta1,delta2,delta3,delta4
0,0014,0010,0031,0042,0052,
1,0014,0010,0031,0059,0053,
2,0049,0036,0071,0120,0112,
3,0049,0036,0071,0120,0112,
4,0049,0036,0071,0120,0112,
5,0049,0036,0090,0120,0100,
6,0049,0036,0090,0120,0100,
7,0055,0039,0090,0107,0100,
8,0055,0039,0079,0093,0069,
9,0045,0032,0065,0064,0069,
10,0016,0019,0039,0064,0060,
11,0016,0019,0034,0064,0053,
12,0016,0019,0024,0073,0028,
13,0016,0019,0024,0064,0028,
14,0016,0019,0010,0035,0010,
15,0009,0001,0010,0006,0010,
16,0009,0001,0010,0006,0010,
17,0005,0006,0007,0004,0011,
18,0005,0006,0007,0004,0011,
19,0005,0006,0007,0004,0011,
20,0006,0010,0006,0007,0015,
21,0006,0010,0006,0007,0015,
22,0006,0010,0006,0007,0015,
23,0006,0012,0013,0007,0014,
24,0006,0012,0013,0007,0014,
25,0006,0012,0013,0007,0014,
26,0006,0005,0008,0011,0017,
27,0006,0005,0008,0011,0017,
28,0006,0005,0008,0011,0017,
29,0005,0007,0009,0007,0014,
