time,delta0,delta1,delta2,delta3,delta4
0,0008,0009,0018,0022,0026,
1,0008,0009,0018,0022,0026,
2,0034,0032,0057,0087,0079,
3,0034,0032,0057,0087,0079,
4,0034,0032,0057,0081,0076,
5,0028,0023,0050,0072,0047,
6,0028,0023,0040,0036,0042,
7,0024,0023,0029,0036,0042,
8,0008,0009,0015,0009,0014,
9,0008,0009,0009,0009,0014,
10,0008,0009,0009,0009,0014,
11,0004,0003,0010,0007,0004,
12,0004,0003,0010,0007,0004,
13,0004,0003,0010,0007,0004,
14,0003,0004,0001,-001,0007,
15,0003,0004,0001,-001,0007,
16,0003,0004,0001,-001,0007,
17,0004,0004,0002,0002,0005,
18,0004,0004,0002,0002,0005,
19,0004,0004,0002,0002,0005,
20,0005,0002,0002,0000,0010,
21,0005,0002,0002,0000,0010,
22,0005,0002,0002,0000,0010,
23,0002,0003,0008,0005,0005,
24,0002,0003,0008,0005,0005,
25,0002,0003,0008,0005,0005,
26,0000,0002,0001,0001,0004,
27,0000,0002,0001,0001,0004,
28,0000,0002,0001,0001,0004,
29,0005,0000,0000,-001,0007,
