time,delta0,delta1,delta2,delta3,delta4
0,0023,0019,0043,0065,0058,
1,0023,0019,0045,0069,0058,
2,0040,0026,0047,0054,0052,
3,0040,0026,0047,0054,0052,
4,0031,0026,0045,0043,0052,
5,0008,0014,0021,0020,0019,
6,0008,0014,0021,0018,0019,
7,0008,0014,0021,0018,0019,
8,0005,0003,0007,0006,0011,
9,0005,0003,0007,0006,0011,
10,0005,0003,0007,0006,0011,
11,0003,0000,0009,0005,0004,
12,0003,0000,0009,0005,0004,
13,0003,0000,0009,0005,0004,
14,0000,0001,0006,0005,0003,
15,0000,0001,0006,0005,0003,
16,0000,0001,0006,0005,0003,
17,0000,0003,0007,0003,0004,
18,0000,0003,0007,0003,0004,
19,0000,0003,0007,0003,0004,
20,-002,0002,0007,0003,0001,
21,-002,0002,0007,0003,0001,
22,-002,0002,0007,0003,0001,
23,0003,0002,0000,0000,0006,
24,0003,0002,0000,0000,0006,
25,0003,0002,0000,0000,0006,
26,0004,0002,0000,0000,0005,
27,0004,0002,0000,0000,0005,
28,0004,0002,0000,0000,0005,
29,-001,0002,0005,0004,0001,
