time,delta0,delta1,delta2,delta3,delta4
0,0014,0011,0029,0039,0037,
1,0014,0011,0029,0039,0037,
2,0030,0024,0052,0083,0059,
3,0030,0024,0052,0083,0059,
4,0030,0024,0052,0079,0059,
5,0025,0018,0033,0043,0044,
6,0025,0018,0033,0043,0044,
7,0020,0018,0033,0037,0043,
8,0007,0006,0013,0013,0012,
9,0007,0006,0013,0013,0012,
10,0007,0006,0013,0013,0012,
11,0000,0003,0005,0006,0004,
12,0000,0003,0005,0006,0004,
13,0000,0003,0005,0006,0004,
14,0001,0003,0005,0006,-001,
15,0001,0003,0005,0006,-001,
16,0001,0003,0005,0006,-001,
17,0000,0002,-001,0002,0000,
18,0000,0002,0000,0002,0000,
19,0000,0002,0000,0002,0000,
20,0000,0003,0003,0001,-001,
21,0000,0003,0003,0001,-001,
22,0000,0003,0003,0001,-001,
23,0003,0000,0005,0001,0001,
24,0003,0000,0005,0001,0001,
25,0003,0000,0005,0001,0001,
26,0002,0001,0002,-002,0004,
27,0002,0001,0002,-002,0004,
28,0002,0001,0002,-002,0004,
29,0002,-003,0001,0000,0002,
