time,delta0,delta1,delta2,delta3,delta4
0,0027,0017,0036,0050,0051,
1,0027,0017,0036,0050,0051,
2,0027,0014,0036,0040,0041,
3,0027,0014,0036,0040,0041,
4,0027,0014,0036,0040,0041,
5,0010,0009,0022,0019,0020,
6,0010,0009,0022,0019,0020,
7,0010,0009,0022,0019,0020,
8,0008,0002,0008,0007,0011,
9,0008,0002,0008,0007,0011,
10,0008,0002,0008,0007,0011,
11,0003,0000,0008,0006,0001,
12,0003,0000,0008,0006,0001,
13,0003,0000,0008,0006,0001,
14,0006,0001,0003,0001,0005,
15,0006,0001,0003,0001,0005,
16,0005,0000,0002,0000,0004,
17,0005,-002,0002,-002,0001,
18,0005,-002,0002,-002,0001,
19,0005,-002,0002,-002,0001,
20,0002,-003,0004,0002,0000,
21,0002,-003,0004,0002,0000,
22,0002,-003,0004,0002,0000,
23,0006,-002,0001,-002,0003,
24,0006,-002,0001,-002,0003,
25,0006,-002,0001,-002,0003,
26,-001,0000,0005,0003,-001,
27,-001,0000,0005,0003,-001,
28,-001,0000,0005,0003,-001,
29,0003,-002,0000,-006,0004,
