time,delta0,delta1,delta2,delta3,delta4
0,0024,0020,0033,0052,0047,
1,0024,0020,0033,0052,0047,
2,0029,0023,0042,0052,0048,
3,0029,0023,0042,0052,0048,
4,0029,0023,0038,0050,0048,
5,0013,0008,0020,0023,0019,
6,0013,0008,0020,0023,0019,
7,0013,0008,0020,0023,0019,
8,0008,0003,0011,0009,0009,
9,0008,0003,0011,0009,0009,
10,0008,0003,0011,0009,0009,
11,0004,0003,0002,0003,0002,
12,0004,0003,0002,0003,0002,
13,0004,0003,0002,0003,0002,
14,0006,0002,0005,0005,0002,
15,0006,0002,0005,0005,0002,
16,0006,0002,0005,0005,0002,
17,0006,0001,-002,-002,0006,
18,0006,0001,-002,-002,0006,
19,0006,0001,-002,-002,0006,
20,-001,0002,-002,0002,0001,
21,-001,0002,-002,0002,0001,
22,-001,0002,-002,0002,0001,
23,0007,0000,-002,0001,0003,
24,0007,0000,-002,0001,0003,
25,0007,0000,-002,0001,0003,
26,0004,0003,-002,0001,0001,
27,0004,0003,-002,0001,0001,
28,0004,0003,-002,0001,0001,
29,0002,0003,-003,-002,-002,
