time,delta0,delta1,delta2,delta3,delta4
0,0036,0024,0053,0088,0087,
1,0036,0024,0059,0099,0087,
2,0037,0032,0052,0080,0050,
3,0037,0032,0052,0060,0050,
4,0035,0025,0047,0045,0050,
5,0009,0012,0023,0021,0021,
6,0008,0012,0019,0021,0021,
7,0008,0012,0019,0021,0021,
8,0006,0003,0009,0005,0010,
9,0006,0003,0009,0005,0010,
10,0006,0003,0009,0005,0010,
11,0006,0002,0007,0006,0009,
12,0006,0002,0007,0006,0009,
13,0006,0002,0007,0006,0009,
14,0004,0002,0002,0003,0007,
15,0004,0002,0002,0003,0007,
16,0004,0002,0002,0003,0007,
17,0005,-001,0003,0003,0005,
18,0005,0000,0003,0003,0005,
19,0005,0000,0003,0003,0005,
20,0002,-001,0001,0000,0005,
21,0002,-001,0001,0000,0005,
22,0002,-001,0001,0000,0005,
23,0003,0001,0000,0002,0004,
24,0003,0001,0000,0002,0004,
25,0003,0001,0000,0002,0004,
26,0000,-001,0008,0004,0002,
27,0000,-001,0008,0004,0002,
28,0000,-001,0008,0004,0002,
29,0002,0000,0002,0000,0006,
