time,delta0,delta1,delta2,delta3,delta4
0,0020,0019,0037,0052,0054,
1,0020,0019,0040,0060,0054,
2,0043,0030,0062,0092,0074,
3,0043,0030,0062,0092,0074,
4,0043,0030,0056,0067,0067,
5,0022,0016,0042,0047,0032,
6,0018,0016,0033,0033,0032,
7,0018,0016,0029,0030,0032,
8,0005,0002,0014,0012,0010,
9,0005,0002,0014,0012,0010,
10,0005,0002,0014,0012,0010,
11,0002,0003,0002,0002,0007,
12,0002,0003,0002,0002,0007,
13,0002,0003,0002,0002,0007,
14,0002,0003,-002,-001,0003,
15,0002,0003,-002,-001,0003,
16,0002,0003,-002,-001,0003,
17,0006,0001,0003,0002,0009,
18,0006,0001,0003,0002,0009,
19,0006,0001,0003,0002,0009,
20,0000,0003,0003,0001,0002,
21,0000,0003,0003,0001,0002,
22,0000,0003,0003,0001,0002,
23,0003,0004,0002,0003,0001,
24,0003,0004,0002,0003,0001,
25,0003,0004,0002,0003,0001,
26,0002,0003,0004,-002,0005,
27,0002,0003,0004,-002,0005,
28,0002,0003,0004,-002,0005,
29,0002,0001,0003,0003,0001,
