time,delta0,delta1,delta2,delta3,delta4
0,0011,0007,0019,0023,0029,
1,0011,0007,0019,0023,0029,
2,0036,0025,0055,0093,0084,
3,0036,0025,0055,0093,0084,
4,0036,0025,0055,0095,0084,
5,0042,0033,0057,0081,0055,
6,0042,0033,0057,0071,0055,
7,0040,0030,0045,0051,0055,
8,0016,0010,0021,0023,0023,
9,0016,0010,0020,0020,0023,
10,0016,0010,0020,0020,0023,
11,0003,0006,0008,0004,0010,
12,0003,0006,0008,0004,0010,
13,0003,0006,0008,0004,0010,
14,0001,0003,0005,0003,0004,
15,0001,0003,0005,0003,0004,
16,0001,0003,0005,0003,0004,
17,0004,0001,0001,0002,0004,
18,0004,0001,0001,0002,0004,
19,0004,0001,0001,0002,0004,
20,0002,-001,0009,0005,0001,
21,0002,-001,0009,0005,0001,
22,0002,-001,0009,0005,0001,
23,0001,0001,-001,0003,0007,
24,0001,0001,-001,0003,0007,
25,0001,0001,-001,0003,0007,
26,-001,0003,0002,0001,0003,
27,-001,0003,0002,0001,0003,
28,-001,0003,0002,0001,0003,
29,0000,0003,0002,0002,-001,
