time,delta0,delta1,delta2,delta3,delta4
0,0011,0006,0020,0028,0033,
1,0011,0006,0020,0028,0033,
2,0043,0031,0063,0095,0086,
3,0043,0031,0063,0095,0086,
4,0043,0031,0063,0101,0086,
5,0063,0054,0059,0084,0064,
6,0063,0054,0059,0076,0064,
7,0040,0035,0053,0069,0064,
8,0014,0019,0037,0038,0027,
9,0014,0019,0026,0030,0027,
10,0014,0019,0026,0030,0027,
11,0007,0006,0011,0009,0009,
12,0007,0006,0011,0009,0009,
13,0007,0006,0011,0009,0009,
14,0002,0005,0002,0003,0003,
15,0002,0005,0002,0003,0003,
16,0002,0005,0002,0003,0003,
17,0003,0001,0002,0003,0003,
18,0003,0001,0002,0003,0003,
19,0003,0001,0002,0003,0003,
20,0004,0000,-001,0001,0004,
21,0004,0000,-001,0001,0004,
22,0004,0000,-001,0001,0004,
23,0002,0000,0005,0003,0000,
24,0002,0000,0005,0003,0000,
25,0002,0000,0005,0003,0000,
26,0003,-001,0000,0003,0003,
27,0003,-001,0000,0003,0003,
28,0003,-001,0000,0003,0003,
29,0002,0002,0001,0002,0000,
