time,delta0,delta1,delta2,delta3,delta4
0,0024,0021,0038,0065,0057,
1,0024,0021,0038,0065,0057,
2,0040,0028,0054,0080,0065,
3,0040,0028,0054,0080,0065,
4,0040,0028,0047,0067,0060,
5,0017,0016,0024,0032,0030,
6,0017,0016,0023,0030,0030,
7,0017,0016,0023,0030,0030,
8,0013,0005,0013,0013,0015,
9,0013,0005,0013,0013,0015,
10,0013,0005,0013,0013,0015,
11,0007,0002,0007,0004,0009,
12,0007,0002,0007,0004,0009,
13,0007,0002,0007,0004,0009,
14,0003,0003,0003,0002,0006,
15,0003,0003,0003,0002,0006,
16,0003,0003,0003,0002,0006,
17,0008,-001,-001,0004,0003,
18,0008,-001,-001,0004,0003,
19,0008,-001,-001,0004,0003,
20,0003,0001,-001,0004,0002,
21,0003,0001,-001,0004,0002,
22,0003,0001,-001,0004,0002,
23,0005,0002,-001,0000,0000,
24,0005,0002,-001,0000,0000,
25,0005,0002,-001,0000,0000,
26,0003,0004,0002,0004,0001,
27,0003,0004,0002,0004,0001,
28,0003,0004,0002,0004,0001,
29,0006,0001,-001,0002,0007,
