time,delta0,delta1,delta2,delta3,delta4
0,0012,0012,0028,0037,0032,
1,0012,0012,0028,0037,0032,
2,0030,0026,0042,0060,0054,
3,0030,0026,0042,0060,0054,
4,0030,0026,0042,0060,0054,
5,0024,0018,0031,0036,0036,
6,0024,0018,0031,0036,0036,
7,0024,0018,0030,0036,0036,
8,0010,0005,0012,0013,0015,
9,0010,0005,0012,0013,0015,
10,0010,0005,0012,0013,0015,
11,0005,0004,0004,0002,0004,
12,0005,0004,0004,0002,0004,
13,0005,0004,0004,0002,0004,
14,0004,-001,0003,0003,0004,
15,0004,-001,0003,0003,0004,
16,0004,-001,0003,0003,0004,
17,0004,0000,0005,0004,0003,
18,0004,0000,0005,0004,0003,
19,0004,0000,0005,0004,0003,
20,0003,0001,0000,-001,0003,
21,0003,0001,0000,-001,0003,
22,0003,0001,0000,-001,0003,
23,0002,0001,0005,0001,0000,
24,0002,0001,0005,0001,0000,
25,0002,0001,0005,0001,0000,
26,0005,0005,-001,0000,-001,
27,0005,0005,-001,0000,-001,
28,0005,0005,-001,0000,-001,
29,0002,-001,0001,0005,0000,
