time,delta0,delta1,delta2,delta3,delta4
0,0017,0019,0031,0056,0056,
1,0017,0019,0031,0076,0058,
2,0056,0053,0087,0146,0136,
3,0059,0053,0087,0146,0136,
4,0059,0053,0092,0151,0136,
5,0059,0053,0082,0130,0115,
6,0059,0053,0082,0130,0115,
7,0056,0047,0074,0101,0087,
8,0039,0022,0055,0086,0052,
9,0039,0022,0047,0054,0052,
10,0001,-003,0047,0053,0052,
11,0001,-003,0028,0029,0021,
12,0001,-003,0028,0029,0021,
13,0001,-003,0028,0029,0021,
14,0005,0004,0020,0014,0007,
15,0005,0004,0020,0014,0007,
16,0005,0004,0020,0014,0007,
17,0002,-003,0013,0008,-003,
18,0002,-003,0013,0008,-003,
19,0002,-003,0013,0008,-003,
20,-001,-001,0011,0006,-003,
21,-001,-001,0011,0006,-003,
22,-001,-001,0011,0006,-003,
23,-002,0000,0009,0005,0000,
24,-002,0000,0009,0005,0000,
25,-002,0000,0009,0005,0000,
26,-001,0002,-001,0000,-001,
27,-001,0002,-001,0000,-001,
28,-001,0002,-001,0000,-001,
29,0000,0000,0005,0006,-001,
