time,delta0,delta1,delta2,delta3,delta4
200,11,4,5,9,7
201,11,4,5,9,7
202,11,4,5,9,7
203,6,8,7,13,13
204,6,8,7,13,13
205,6,8,7,13,13
206,11,5,11,11,12
207,11,5,11,11,12
208,11,5,11,11,12
209,8,6,12,14,14
210,8,6,12,14,14
211,8,6,12,14,14
212,10,6,14,17,17
213,10,6,14,17,17
214,10,6,14,17,17
215,13,14,14,27,28
216,13,14,14,27,28
217,13,14,14,27,28
218,20,12,20,31,40
219,20,12,20,31,40
220,20,12,20,31,40
221,25,17,24,47,69
222,25,17,24,47,69
223,25,17,24,47,69
224,26,15,29,65,100
225,26,15,29,65,100
226,26,15,29,65,100
227,35,28,30,67,115
228,35,28,30,67,115
229,35,28,30,67,115
230,35,28,32,75,121
231,29,14,32,75,121
232,29,14,32,75,121
233,32,15,30,97,130
234,32,15,30,97,130
235,32,15,30,97,130
236,28,15,33,124,114
237,28,15,33,124,114
238,28,15,33,128,110
239,26,19,42,151,88
240,26,19,42,151,88
241,26,19,42,151,88
242,26,19,45,169,73
243,26,19,45,169,73
244,26,19,45,169,73
245,26,19,58,169,64
246,26,19,58,169,64
247,-2,-8,58,169,64
248,-2,-8,66,163,60
249,-2,-8,66,163,60
250,-2,-8,66,163,60
251,31,19,88,162,50
252,31,19,88,162,50
253,31,19,88,157,50
254,31,19,120,142,51
255,31,19,120,142,51
256,31,19,125,131,51
257,31,23,158,110,54
258,31,23,158,110,54
259,31,23,161,91,54
260,39,35,136,79,55
261,39,35,124,79,55
262,37,35,64,63,55
263,37,43,63,55,39
264,37,43,49,55,39
265,37,43,43,51,39
266,37,43,31,28,22
267,24,20,31,28,22
268,24,17,31,26,22
269,12,8,15,12,9
270,12,8,15,12,9
271,12,8,15,12,9
272,6,0,16,8,2
273,6,0,16,8,2
274,6,0,16,8,2
275,5,2,13,7,3
276,5,2,13,7,3
277,5,2,13,7,3
278,3,5,6,7,6
279,3,5,6,7,6
280,3,5,6,7,6
281,1,2,10,9,5
282,1,2,10,9,5
283,1,2,10,9,5
284,2,7,5,11,7
285,2,7,5,11,7
286,2,7,5,11,7
287,4,7,4,10,7
288,4,7,4,10,7
289,4,7,4,10,7
290,4,1,5,7,3
