time,delta0,delta1,delta2,delta3,delta4
776,1,2,13,8,7
777,3,2,13,7,1
778,2,2,13,7,1
779,2,2,13,7,1
780,2,6,11,11,8
781,5,3,11,11,8
782,5,3,11,11,8
783,6,1,12,7,4
784,6,1,12,7,4
785,6,1,12,7,4
786,6,3,12,11,10
787,9,3,13,11,10
788,9,3,13,11,10
789,9,6,14,12,13
790,10,6,14,12,13
791,10,6,14,12,13
792,10,8,13,19,15
793,8,8,13,19,15
794,8,8,13,19,15
795,8,13,15,24,22
796,13,14,15,24,22
797,13,14,15,24,22
798,15,10,16,29,30
799,15,10,16,29,30
800,15,10,16,29,30
801,15,14,19,35,36
802,20,14,19,35,36
803,20,14,19,35,36
804,17,12,23,46,51
805,17,12,23,46,51
806,17,12,23,46,51
807,18,17,28,49,62
808,19,17,27,49,62
809,19,17,27,49,62
810,19,18,24,52,65
811,19,19,24,52,65
812,19,19,24,52,65
813,26,15,24,54,66
814,20,15,24,54,66
815,20,15,24,54,66
816,20,15,25,61,75
817,23,15,25,61,75
818,23,15,25,61,75
819,19,18,29,71,81
820,19,20,29,73,81
821,19,20,29,73,81
822,21,18,30,79,71
823,21,18,28,79,71
824,21,18,28,80,71
825,22,17,28,91,66
826,23,17,35,91,66
827,23,17,35,91,66
828,21,16,36,101,59
829,21,16,42,104,59
830,21,16,42,104,59
831,21,16,43,107,56
832,21,16,43,107,56
833,21,16,43,107,56
834,23,19,50,103,46
835,23,19,50,103,46
836,23,19,54,103,46
837,27,18,60,86,38
838,26,18,70,86,38
839,26,18,70,86,38
840,25,17,68,67,35
841,25,17,67,67,35
842,25,17,67,67,35
843,25,17,65,64,37
844,25,17,65,64,37
845,25,17,65,64,37
846,26,18,63,55,33
847,28,18,62,55,33
848,28,18,62,55,33
849,24,25,50,52,37
850,23,25,47,49,35
851,23,25,46,49,35
852,23,21,32,29,23
853,17,18,29,29,22
854,17,18,29,29,22
855,9,9,15,17,14
856,9,9,15,17,14
857,9,9,15,17,14
858,9,1,15,5,3
859,9,1,15,5,3
860,9,1,15,5,3
861,8,2,14,9,3
862,8,2,14,9,3
863,8,2,14,9,3
864,7,0,10,7,2
865,6,0,10,7,2
866,6,0,10,7,2
867,6,4,6,6,7
868,10,4,6,6,7
869,10,4,6,6,7
