time,delta0,delta1,delta2,delta3,delta4
604,13,15,20,18,19
605,11,10,22,15,15
606,11,10,22,15,15
607,10,10,22,15,15
608,11,13,21,16,15
609,11,13,21,18,15
610,11,13,21,18,15
611,13,15,14,20,20
612,13,13,14,13,17
613,13,13,14,13,17
614,14,9,15,13,15
615,15,9,15,15,15
616,15,9,17,15,15
617,15,10,20,13,16
618,13,10,22,13,16
619,13,10,22,13,16
620,13,12,22,13,17
621,13,16,22,16,17
622,14,16,22,16,17
623,15,18,20,24,25
624,15,16,20,25,24
625,15,16,19,25,24
626,20,15,22,26,24
627,19,15,22,26,29
628,19,15,22,26,29
629,19,18,26,26,29
630,21,18,26,33,36
631,21,18,26,33,36
632,25,14,26,33,36
633,26,14,30,35,44
634,26,18,30,35,44
635,26,20,33,44,54
636,26,22,33,50,57
637,26,22,34,50,57
638,28,20,35,54,65
639,28,20,40,58,70
640,31,20,40,58,77
641,32,24,39,59,78
642,34,24,39,71,95
643,34,24,39,71,103
644,32,19,39,72,106
645,32,19,39,76,113
646,32,19,39,82,113
647,32,19,39,84,118
648,35,24,43,84,122
649,35,24,43,92,123
650,35,23,43,94,131
651,37,23,43,110,132
652,37,23,43,120,132
653,35,28,46,122,120
654,35,29,49,141,117
655,35,29,51,146,109
656,40,24,51,153,94
657,36,24,55,158,91
658,40,24,61,158,84
659,36,29,61,159,76
660,38,31,72,154,70
661,38,31,83,154,70
662,38,31,85,150,70
663,38,31,89,148,69
664,38,31,95,147,69
665,31,26,106,136,67
666,31,26,114,133,67
667,31,26,119,133,67
668,31,26,125,125,68
669,37,32,131,117,69
670,39,32,131,110,69
671,41,36,130,100,68
672,42,36,129,95,68
673,42,40,119,93,68
674,43,44,98,76,63
675,43,46,83,74,63
676,47,46,75,74,63
677,47,46,59,61,55
678,47,46,56,60,55
679,47,46,50,60,55
680,35,30,49,47,45
681,34,26,42,45,37
682,29,26,39,39,37
683,19,19,32,34,30
684,19,18,32,31,30
685,19,17,32,31,30
686,16,13,27,24,21
687,16,13,27,24,21
688,16,13,27,24,21
689,15,14,22,20,17
690,15,14,22,20,17
691,15,14,22,20,17
692,14,10,21,18,17
693,14,10,21,18,17
694,14,10,21,18,17
695,12,11,20,16,13
696,12,11,20,16,13
697,12,11,20,16,13
698,14,7,19,16,13
699,14,7,19,16,13
700,14,7,19,16,13
701,15,9,20,13,15
702,17,9,20,13,15
703,17,9,20,13,15
