time,delta0,delta1,delta2,delta3,delta4
886,1,-6,1,1,-4
887,-6,-4,-4,-5,-4
888,-6,-4,-4,-5,-4
889,-6,-4,-4,-5,-4
890,-7,-9,-5,-4,-3
891,-7,-9,-5,-4,-3
892,-7,-9,-5,-4,-3
893,-3,-9,-5,-4,-2
894,-3,-9,-5,-4,-2
895,-3,-9,-5,-4,-2
896,-3,-6,-2,-1,3
897,-3,-6,-2,-1,3
898,-3,-6,-2,-1,3
899,5,-6,6,6,6
900,5,-6,6,6,6
901,5,-6,6,6,6
902,4,-1,3,13,22
903,4,-1,3,13,22
904,4,-1,3,13,22
905,11,2,14,27,40
906,11,2,14,27,40
907,11,2,14,27,40
908,10,4,15,42,71
909,10,4,15,42,71
910,10,4,15,42,71
911,15,6,20,65,111
912,15,6,20,65,111
913,15,6,20,65,113
914,15,6,21,84,119
915,15,6,21,84,119
916,15,6,21,84,119
917,22,2,29,119,112
918,22,2,29,127,112
919,22,2,29,143,112
920,22,5,37,199,91
921,22,5,38,215,91
922,22,5,38,255,88
923,22,7,70,255,65
924,22,7,73,232,47
925,22,7,73,210,47
926,22,7,102,209,36
927,22,7,107,178,36
928,7,0,122,147,36
929,7,0,150,135,32
930,7,0,150,113,32
931,7,0,150,98,32
932,7,0,138,82,28
933,7,0,125,68,28
934,8,12,83,65,28
935,19,27,68,49,21
936,19,27,37,39,21
937,19,27,37,39,21
938,19,27,24,31,18
939,19,27,24,31,18
940,19,18,24,30,18
941,4,1,11,7,-2
942,4,1,11,7,-2
943,4,1,11,7,-2
944,-2,-7,2,-1,-4
945,-2,-7,2,-1,-4
946,-2,-7,2,-1,-4
947,-6,-9,0,-3,-11
948,-6,-9,0,-3,-11
949,-6,-9,0,-3,-11
