time,delta0,delta1,delta2,delta3,delta4
62,0,2,3,5,2
63,0,2,3,5,2
64,7,1,6,10,10
65,7,1,6,10,10
66,7,1,6,10,10
67,7,5,12,16,13
68,7,5,12,18,13
69,7,5,12,18,15
70,10,6,11,17,21
71,10,6,11,17,21
72,10,6,11,17,21
73,14,6,13,25,33
74,15,6,13,25,35
75,15,6,16,30,35
76,14,10,21,41,51
77,14,10,21,41,51
78,14,10,21,41,65
79,14,11,24,55,75
80,14,11,24,58,76
81,14,11,24,61,81
82,11,6,16,63,81
83,11,6,16,64,81
84,7,8,24,81,81
85,7,8,24,81,81
86,7,8,24,83,81
87,11,8,23,102,73
88,11,8,23,102,73
89,11,8,23,102,73
90,11,8,29,112,67
91,11,8,29,112,67
92,11,8,29,112,63
93,17,9,37,118,40
94,17,9,37,118,37
95,17,9,37,118,37
96,15,10,46,119,31
97,15,10,53,119,31
98,15,10,61,119,31
99,18,9,80,119,20
100,18,9,81,119,20
101,18,9,90,119,20
102,21,15,125,115,33
103,21,15,142,114,33
104,21,15,164,95,33
105,17,11,164,92,24
106,19,21,113,51,20
107,19,21,71,51,20
108,19,21,70,48,20
109,19,21,38,27,12
110,19,21,38,27,12
111,19,21,31,26,12
112,3,-1,14,2,-12
113,3,-1,13,2,-12
114,3,-1,13,2,-12
115,-5,-13,-5,-1,-6
116,-5,-13,-5,-1,-6
117,-5,-13,-5,-1,-6
