delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0002,0001,0001,0001,-001,0000,0001,0001,0001
-001,-001,0002,-001,-001,0000,0001,0001,0001
-001,-001,0001,-001,-001,0000,0001,0001,0001
0000,0000,0002,0001,-001,0000,0002,0002,0001
0000,0000,0001,0001,0000,0000,0002,0002,0001
0000,0000,0000,0001,0000,0002,0002,0002,0003
0002,0001,0000,-001,0000,0001,0000,0000,0002
0002,0001,0000,-001,-001,0001,0000,0000,0002
0002,0001,0002,-001,-001,0001,0000,0000,0002
0000,0000,0001,0000,-001,0000,0000,0001,0003
0000,0001,0001,0000,-001,0000,-001,0001,0004
0000,0001,0001,0000,-001,0000,-001,0001,0005
0001,0001,0001,0002,0002,0004,0004,0009,0011
0001,0002,0003,0003,0005,0005,0005,0015,0011
0001,0002,0003,0003,0008,0005,0007,0020,0011
0004,0012,0007,0011,0023,0009,0007,0025,0010
0007,0016,0007,0011,0029,0009,0007,0025,0009
0007,0016,0007,0011,0029,0009,0007,0020,0009
0007,0016,0007,0011,0035,0009,0007,0020,0009
0007,0016,0007,0011,0035,0009,0007,0020,0009
0007,0016,0007,0011,0036,0009,0007,0020,0009
0007,0016,0007,0011,0036,0009,0007,0020,0009
0007,0016,0007,0011,0035,0009,0007,0020,0009
0006,0030,0008,0002,0022,0009,0002,0003,0006
0003,0030,0014,0002,0011,0008,0002,0003,0006
0003,0029,0014,0002,0011,0008,0002,0003,0006
0003,0021,0014,0002,0004,0008,0002,0003,0006
0003,0018,0014,0002,0002,0008,0002,0003,0006
0003,0018,0014,0002,0001,0008,0002,0003,0006
0003,0018,0014,0002,0001,0008,0002,0003,0006
0003,0018,0014,0002,0000,0008,0002,0003,0006
0001,0005,0004,0000,-001,0002,0001,0002,0004
0001,0003,0004,0000,-001,0002,0000,0001,0003
-001,0001,0001,-001,-001,0001,0001,0001,0003
0000,0001,0001,-001,-001,0002,0000,0001,0002
0000,0001,0001,-001,0000,0002,0001,0001,0001
0000,0001,0000,-001,-001,0002,0000,0001,0001
-002,0001,0001,0001,0000,0001,0000,0001,0001
-002,0001,0001,0001,-001,0001,0000,0001,0002
0002,0000,0001,0001,-001,0001,0000,0000,0001
0002,0000,-002,-001,-001,0001,0000,0000,0001
0002,0000,-002,-001,-001,0001,0000,0000,0001
0002,0000,0001,-001,-001,0000,-002,0000,0000
0002,0000,0001,-001,-001,0000,-001,0000,0000
0002,0000,0002,-001,-001,0000,-001,0000,0000
0001,-001,-001,-001,-001,0000,-001,-002,0000
0001,0001,0001,0000,-001,0000,-001,0000,0000
0001,0001,0001,0000,-001,0000,-001,0000,0000
-001,0001,0001,0000,0001,0000,-001,0001,0001
0000,0001,0002,0000,0001,0000,-001,0001,0001
0000,0001,0000,0000,0001,0000,0001,0001,0002
0000,0001,0001,0001,0000,-002,0002,0001,0000
-001,0001,0001,0001,0000,-001,0002,0001,0004
-001,0001,0002,0000,0000,-001,0002,0001,0002
0001,0000,0002,0000,-001,0003,0001,0001,0002
