delta1,delta2,delta3,delta4
0001,0001,0001,-001,
-003,0002,0002,-001,
-003,0002,0002,-001,
-003,0002,0002,-001,
0003,0006,0005,0005,
0003,0006,0005,0005,
0003,0006,0005,0005,
0002,0006,0006,0002,
0002,0006,0006,0002,
0002,0006,0006,0002,
0004,0008,0006,0004,
0004,0008,0006,0004,
0004,0008,0006,0004,
-002,-001,0002,-002,
-002,-001,0002,-002,
-001,-001,0002,-002,
0000,0003,0001,0001,
0000,0003,0001,0001,
0001,0003,0001,0001,
0001,0001,0001,-001,
0001,0001,0001,-001,
0001,0001,0001,-001,
0006,0004,0009,0007,
0006,0004,0009,0007,
0006,0004,0009,0007,
-001,0003,0002,-002,
-001,0003,0002,-002,
-001,0003,0002,-002,
-002,0000,-001,0000,
-002,0000,-001,0000,
