delta1,delta2,delta3,delta4
0002,0002,0006,0003,
0002,0002,0006,0003,
0002,0002,0006,0003,
0001,0005,0006,0002,
0001,0005,0006,0002,
0001,0005,0006,0002,
-001,0001,0003,0000,
-001,0001,0003,0000,
-001,0001,0003,0000,
0002,0001,0001,-001,
0002,0001,0001,-001,
0002,0001,0001,-001,
0002,-001,0003,-003,
0002,-001,0003,-003,
0002,-001,0003,-003,
0002,0002,0006,0002,
0002,0002,0006,0002,
0002,0002,0006,0002,
-001,-001,0002,-002,
-001,-001,0002,-002,
0000,-001,0002,-002,
0000,-003,0004,-001,
0000,-003,0004,-001,
-003,-003,0004,-001,
0002,0001,0006,-001,
0002,0001,0006,-001,
0002,0001,0006,-001,
0001,0002,0003,0000,
0001,0002,0003,0000,
0001,0002,0003,0000,
