delta1,delta2,delta3,delta4
0001,-001,-001,0004,
0001,-001,-001,0004,
-001,0000,-002,0000,
-001,0000,-002,0000,
-001,0000,-002,0000,
-003,0000,-003,-002,
-003,0000,-003,-002,
-002,0000,-003,-002,
-002,-001,-001,0003,
-002,-001,-001,0003,
-001,-001,-001,0003,
0000,0000,-002,-002,
0000,0000,-002,-002,
0000,0000,-001,-001,
0001,0004,0001,0001,
0001,0004,0001,0001,
0001,0004,0001,0001,
0005,0007,0003,0004,
0005,0007,0003,0004,
0005,0007,0003,0004,
0001,-003,-002,0002,
0001,-003,-002,0002,
0001,-003,-002,0002,
0008,0003,0000,0005,
0008,0003,0000,0005,
0008,0003,0000,0005,
0004,-002,-004,0003,
0004,-002,-004,0003,
0004,-002,-004,0003,
-002,-001,-001,0003,
