delta1,delta2,delta3,delta4
0003,0002,0006,0003,
0003,0002,0006,0003,
0003,0002,0006,0003,
-001,0000,-002,-001,
-001,0000,-002,-001,
-001,0000,-002,-001,
0004,0007,0005,0005,
0004,0007,0005,0005,
0004,0007,0005,0005,
-001,0000,0000,0003,
-001,0000,0000,0003,
-001,0000,0000,0003,
0001,0003,0001,0003,
0001,0003,0001,0003,
0001,0003,0001,0003,
0000,0001,0000,0001,
0000,0001,0000,0001,
0000,0001,0000,0001,
0000,0001,0003,0000,
0000,0001,0003,0000,
-001,0001,0003,0000,
0002,0005,0004,0004,
0002,0005,0004,0004,
0002,0005,0004,0004,
0000,0004,0004,0004,
0000,0004,0004,0004,
0000,0004,0004,0004,
-005,0001,-001,0001,
-005,0001,-001,0001,
-002,0001,-001,0001,
