delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0000,-002,-001,0001,-001,0001,0000,0001,0000
0000,0001,0000,0000,0000,0001,0000,0002,0000
0000,0001,-001,0000,0000,0000,0000,0002,0000
0000,0000,0000,0000,0000,0000,0000,0002,0000
0002,-001,0000,0000,0002,0003,0001,0002,-001
0002,-001,0000,0000,0002,0003,0001,0002,-001
0002,-001,0003,0000,0002,0000,0000,0003,-001
0002,-001,0004,0000,0001,-001,0000,0002,-001
0002,-001,0004,0000,-001,0000,0000,0002,-003
0004,-001,0002,0000,-001,0001,0000,0002,-003
0001,0000,0000,0000,-001,0001,0000,0001,0000
0003,0000,0000,-001,-001,0001,0000,0002,0002
0002,0000,0000,-001,-001,0001,0000,0002,0005
0002,0000,0002,0002,0003,0007,0002,0009,0006
0001,0000,0003,0002,0006,0008,0005,0022,0013
0001,0000,0003,0002,0023,0008,0005,0024,0017
0003,0018,0008,0006,0031,0025,0005,0024,0017
0003,0043,0013,0006,0031,0025,0002,0011,0006
0003,0043,0013,0006,0025,0023,0002,0011,0006
0003,0033,0013,0006,0025,0023,0002,0011,0006
0003,0025,0013,0006,0025,0023,0002,0011,0006
0003,0018,0013,0006,0008,0023,0002,0011,0006
0003,0012,0013,0002,0007,0012,0002,0005,0003
0001,0006,0010,0000,0005,0006,0001,0002,0002
0001,0001,0006,-001,0000,0000,0001,0002,0003
0001,0000,0006,-001,0000,0000,-001,0002,0001
0001,0000,0002,-001,0000,-001,0000,0002,0001
0001,0000,0002,0000,0000,0001,0000,0001,0000
0001,-002,0001,0002,0000,0003,0000,0001,-001
0001,-001,0000,0002,0000,0003,0000,0001,-001
0001,-001,0000,0002,0000,0002,0001,0002,-001
0000,-001,0000,0001,0001,0002,0001,0002,-001
0000,-001,0000,0001,0001,0002,0000,0002,0000
0000,-001,0000,0001,0001,0002,0000,0002,0000
0001,-001,0002,0000,0000,0002,0001,0002,0000
0001,-001,0002,0000,0000,0002,0001,0002,-001
0001,-001,0002,0000,0000,0001,0001,0002,-002
0000,0000,0001,0000,0001,0001,0000,0003,-002
0002,0000,0001,0000,0001,0001,0000,0003,-001
0000,0000,0001,0000,0001,0001,0000,0002,-001
0000,0001,0001,-001,0002,0001,0000,0001,-001
0000,0001,0001,-001,0002,0001,0000,0001,-001
0000,-001,0001,-001,0000,0001,0000,0001,-001
0001,-002,0002,0002,0000,0001,0001,0002,-001
0001,-002,0002,0002,0000,0001,0001,0002,-001
0001,-002,0001,0001,0001,0000,0000,0002,-001
-001,0001,0001,-002,0000,0000,0000,0001,-001
-001,0001,0002,0000,0000,0000,0000,0001,-001
-001,0001,0003,0000,0000,0000,0000,0001,-001
0002,-001,0002,0000,0001,0001,0001,0002,0001
0002,-001,0001,0000,0001,0001,0002,0002,0001
0001,-001,0001,0000,0000,0002,0002,0003,0001
0001,-003,0001,0001,0000,0002,0002,0000,0000
0001,0000,0000,0001,0000,0002,0000,0000,0000
0001,0000,0000,0001,0001,0002,0000,0000,0000
