delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0001,0000,0002,0000,0000,0000,0000,0000,0002
0001,0001,0003,0000,0000,0002,0000,0001,0002
0001,0000,0000,0001,0002,-001,0001,0000,-001
0001,0000,0000,0001,0002,-001,0001,0000,-001
0001,0000,0000,0001,0002,-001,0001,0000,-001
0002,-002,-001,0001,0001,0000,0000,-002,0000
0002,-001,-001,0001,0001,0000,0000,-002,0000
0002,-001,-001,0000,0001,0001,0000,-002,0000
0001,-001,-001,-001,0000,0000,0001,-001,0001
0001,-001,-001,-001,0000,0001,0001,-001,0003
0001,-001,-001,-001,0000,0001,0001,-001,0001
0001,-001,0002,0000,0002,0002,0003,0003,0003
0003,-001,0002,0002,0002,0002,0007,0005,0004
0003,0001,0002,0003,0003,0002,0010,0016,0006
0004,0003,0004,0014,0014,0006,0012,0043,0011
0008,0005,0004,0019,0040,0007,0012,0043,0015
0008,0005,0004,0019,0040,0007,0012,0037,0015
0008,0005,0004,0019,0058,0007,0012,0034,0015
0008,0005,0004,0019,0058,0007,0012,0028,0015
0008,0005,0004,0019,0051,0007,0012,0019,0015
0008,0005,0004,0019,0048,0007,0012,0017,0015
0008,0005,0004,0019,0044,0007,0012,0017,0015
0005,0022,0005,0003,0035,0014,0007,0007,0012
0005,0022,0011,0003,0017,0014,0002,0004,0009
0001,0012,0015,0000,0005,0012,0001,0001,0005
0001,0012,0015,0000,0005,0012,0001,0001,0005
0001,0012,0015,0000,0003,0012,0001,0001,0005
0001,0012,0015,0000,0003,0012,0001,0001,0005
0001,0012,0015,0000,0003,0012,0001,0001,0005
0001,0012,0015,0000,0002,0012,0001,0001,0005
0000,-001,0015,0000,0002,0005,0000,0000,0003
0000,-001,0006,0000,0002,0004,0000,0000,0002
-001,-001,0006,-001,0002,0003,0000,0000,0001
-001,0000,0004,0000,0000,0001,0000,0000,0001
-001,0000,0003,0000,0000,0001,0000,0000,0000
-001,0000,0002,0000,0000,0001,0001,0000,0000
-001,-001,0002,0000,0001,0003,0002,0000,0000
-001,-001,0002,0000,0001,0003,0001,0000,0000
0000,0001,0003,0000,0001,0003,0001,0000,0000
0000,0001,0003,0000,0001,0003,0000,0000,0000
0000,0000,0003,0000,0001,0003,0000,0000,0000
0001,0000,0002,0000,0001,0003,0001,0000,0000
0002,0000,0001,0002,0001,0001,0002,0000,0000
0002,0001,0001,0001,0001,0001,0002,0000,0000
0002,0000,0004,0002,-001,0003,0002,0000,0000
-001,-003,0004,0001,0000,0003,0000,0000,0000
-001,-003,0003,0002,0000,0003,0000,0000,0002
0002,0001,0000,0000,0002,0002,0000,0000,0002
0002,0001,0000,0001,0003,0004,0000,0000,0002
0002,0001,0000,0001,0002,0002,0000,-001,0001
0001,-001,0002,0001,0002,0003,0001,-001,0001
0001,-001,0002,0000,0001,0002,0001,-001,0002
0001,-001,0002,0000,0000,0003,0002,0001,0002
0002,0001,0003,0000,0000,0001,0000,-001,0001
0002,0001,0004,0000,0000,0004,0000,-001,-001
