delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0000,-001,0003,0001,-002,0000,0003,0000,0001
0000,-001,0002,0001,-002,0000,0002,0001,0001
-001,0001,0002,0001,-001,0000,0002,-001,0001
-001,0001,0001,0001,-001,0000,0002,0001,0002
-001,0001,0001,0001,0000,0001,0002,0002,0002
-001,0000,0004,-001,0000,-001,0002,0003,0002
-001,0000,0004,-001,0000,0001,0002,0002,0001
0000,0000,0002,-001,0000,0002,0002,0001,0000
0001,0000,0002,0001,0000,0002,0004,0001,0000
0001,0000,0002,0001,0000,-001,0004,0001,0001
0001,0000,0002,0001,0000,-001,0004,0002,0001
0002,0000,0001,0001,-002,0003,0003,0006,0005
0002,0000,0001,0001,0001,0005,0005,0006,0005
0002,0000,0001,0001,0002,0005,0006,0013,0005
0004,0004,0005,0004,0020,0008,0006,0013,0006
0004,0011,0006,0004,0020,0009,0002,0008,0008
0002,0011,0007,0002,0005,0010,0002,0005,0008
-001,0009,0007,0001,0005,0010,0001,0002,0008
-001,0004,0011,0001,0002,0009,0002,0002,0006
-001,0004,0011,0001,0002,0009,0002,0001,0006
-001,0001,0012,0001,0002,0010,0003,0001,0008
-001,0000,0012,0001,0002,0010,0003,0001,0008
-001,0000,0009,0002,0001,0011,0003,0001,0004
0001,0002,0008,0002,0000,0006,0003,0002,0004
0001,0002,0007,0002,0000,0006,0002,0002,0004
0001,0002,0007,0001,0000,0006,0002,0002,0005
0000,0000,0006,0001,0000,0004,0001,0001,0001
0000,0000,0004,0001,0001,0004,0003,0001,0001
0000,0000,0004,0001,0001,0004,0003,0001,0001
-001,0002,0002,0000,0001,0003,0003,0001,0004
-001,0002,0002,0000,0000,0003,0003,0001,0004
-001,0001,0002,0000,-001,0003,0003,0000,0001
-001,0000,0003,0000,-001,0004,0003,0000,0001
-001,0001,0003,-001,-003,0004,0002,0000,0002
-001,0001,0003,-001,-003,0003,0002,0000,0003
0000,0001,0004,0002,0000,0003,0004,0001,0002
0000,0000,0004,0002,0000,0003,0004,0001,0001
0000,0000,0003,0002,0001,0003,0005,0001,0001
0001,0001,0001,0002,0001,0003,0004,0002,0002
0001,0001,0002,0002,0001,0003,0004,0002,0002
0000,0001,0002,0002,0001,0003,0004,0002,0002
-001,0000,0002,0001,-002,0001,0001,0000,0002
-001,0000,0002,0001,-002,0001,0001,0000,0001
-001,0000,0002,0001,-002,0001,0001,0000,0001
-001,-001,0002,0000,-002,0003,0001,-001,0001
-001,-001,0002,0000,-002,0003,0003,-001,-001
-001,-001,0002,0000,-002,0002,0003,-001,-001
0002,0000,0000,-002,0000,0002,0003,0000,0000
0002,0002,0001,-002,0000,0001,0001,0000,0001
0000,0002,0001,-002,0000,0001,0001,0000,0000
0000,0002,0001,0002,0001,0002,0003,0002,0001
0000,0000,0001,0002,0001,0002,0003,0002,0001
0000,0000,0001,0001,0001,0002,0004,0002,0001
-001,0003,0001,0000,-001,0000,0001,0001,0003
0000,0003,0001,0000,0002,-001,0003,0001,0003
