delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
-001,0001,0005,0000,0000,0002,0000,0001,0004
-001,0002,0003,0000,0000,0002,0001,0001,0004
-001,0002,0004,0000,-001,0003,0001,0002,0004
-001,0002,0002,0000,0001,0003,0001,0002,0007
0000,0001,0004,0000,-001,0003,0001,0001,0007
0000,0002,0005,0001,-001,0006,0000,0001,0010
0001,0002,0006,0000,-001,0012,0000,0002,0013
0002,0003,0008,0001,0000,0012,0001,0002,0015
0002,0003,0009,0000,0000,0012,0001,0003,0015
0002,0003,0011,-001,0002,0014,0002,0004,0015
0000,0003,0010,-001,0003,0014,0000,0005,0014
0001,0003,0010,0000,0005,0012,0000,0007,0012
0001,0006,0009,0000,0007,0012,0000,0008,0009
0003,0011,0007,0000,0019,0011,0002,0011,0008
0004,0012,0006,0002,0021,0008,0004,0015,0006
0004,0015,0006,0004,0021,0006,0004,0016,0005
0009,0015,0004,0007,0022,0003,0007,0016,0002
0011,0013,0004,0015,0022,0003,0008,0013,0003
0016,0010,0004,0020,0013,0003,0012,0008,0002
0016,0008,0004,0021,0009,0000,0015,0006,0003
0015,0005,0002,0021,0006,0000,0015,0004,0002
0013,0005,0002,0019,0006,0002,0014,0004,0002
0012,0002,0003,0015,0004,0003,0012,0004,0002
0009,0002,0003,0014,0003,0002,0010,0003,0002
0008,0002,0003,0010,0003,0004,0008,0003,0003
0008,0003,0003,0008,0002,0002,0007,0004,0003
0008,0002,0002,0004,0002,0002,0005,0004,0003
0005,0003,0002,0004,0003,0002,0005,0004,0003
0005,0003,0002,0003,0003,0004,0005,0002,0002
0004,0003,0002,0003,0002,0004,0005,0002,0001
0004,0002,0003,0003,0002,0001,0004,0002,0001
0003,0002,0003,0003,0002,0001,0003,0003,0001
0003,0002,0002,0002,0001,0001,0003,0003,-001
0003,0002,0002,0002,0001,0000,0003,0002,0002
0004,0001,0002,0002,0000,0000,0003,0002,0001
0004,0000,0003,0002,0000,0000,0003,0002,0001
0003,0001,0003,0001,0000,0002,0002,0000,0001
0001,0000,0003,0001,0000,0001,0002,0000,0001
0002,0000,0003,0000,0000,0002,0002,0001,0000
0002,0000,0002,0000,0000,0002,0003,0002,0003
0002,0000,0001,0000,0000,0002,0000,0002,0002
0002,0000,0001,0000,-001,0002,-001,0001,0002
0001,0000,0002,0000,-001,0000,-001,0001,0001
0000,0001,0002,0000,0000,0000,0003,0001,0000
0000,0001,0002,0000,0000,0000,0003,0002,0001
0001,0002,0002,0000,-001,0001,0000,0002,0000
0001,0001,0002,0000,-002,0001,0000,0001,0002
0001,0001,0002,0000,-002,0001,0000,0001,0000
0001,0001,0002,0000,-002,0001,0001,0002,0002
0000,0000,0002,0001,-001,0002,0001,0002,0002
0000,0000,0002,0001,0000,0002,0001,0002,0002
0000,0000,0003,0002,0000,0001,0002,0002,0002
0001,0000,0003,0000,-001,0001,0001,0001,0002
0001,0000,0001,0000,-001,0001,0001,0001,0002
0000,0000,0001,0000,-001,0001,0001,0001,0003
