delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0001,0000,0000,-002,-001,0002,-001,0000,0001
0001,0000,0000,-002,-001,0001,-001,0000,0002
0001,0000,0001,-002,0000,0001,0000,0000,0003
0001,-001,0002,-001,0001,0002,-001,0001,0004
0002,-001,0003,-001,0001,0008,-001,0001,0012
0001,-001,0006,-001,0002,0008,-001,0001,0012
0002,0002,0007,-003,0002,0015,-001,0006,0012
0001,0003,0007,-003,0006,0015,0000,0009,0012
0001,0005,0005,-001,0009,0008,0000,0011,0005
0001,0007,0003,0000,0016,0006,0000,0017,0005
0003,0010,0005,0004,0017,0003,0003,0017,0004
0005,0010,0002,0008,0017,0002,0005,0016,0001
0010,0007,0002,0014,0013,0003,0010,0013,0001
0015,0006,0001,0016,0009,0001,0015,0008,0001
0015,0005,0001,0019,0005,0004,0020,0005,0003
0015,0002,0003,0019,0005,0004,0020,0003,0003
0014,0002,0003,0018,0006,0007,0016,0003,0003
0011,0003,0001,0013,0006,0007,0013,0003,0002
0009,0003,0001,0006,0005,0007,0009,0004,0002
0009,0000,0001,0006,0004,0007,0008,0004,0001
0007,0000,0003,0003,0002,0007,0003,0001,0002
0004,0001,0000,0003,0001,0003,0002,0001,0002
0004,0001,0002,0003,0001,0003,0002,0001,0002
0003,-001,-002,0002,0001,0003,0002,0001,0001
0003,-001,0001,0002,0000,0003,0002,0002,-001
0003,-002,0001,0000,0000,0003,0002,0002,-001
0003,-002,0001,0000,0000,0001,0000,0001,-001
0003,-002,0001,0000,0001,0001,0000,0001,0000
0002,-002,0001,0001,0001,0001,0000,-001,0000
0002,-002,0002,0000,0001,0001,0001,-001,0000
0001,-002,0001,0001,0000,0001,0000,-001,0001
0003,0000,0001,0000,0000,0001,0000,0000,-001
0001,0000,0001,0000,0000,0002,0000,0001,0000
0001,0000,0001,-001,0000,0002,0000,0002,0000
0001,0000,-001,0000,0000,0000,0000,0002,0000
0001,0000,-001,0000,0000,0000,0000,0001,-001
0002,-001,-001,0000,0000,0002,0000,0001,-001
0002,-001,0000,0000,0000,0002,0000,0001,-001
0000,-001,0001,0000,0000,0002,0000,0001,-002
0000,-001,0001,-001,0000,0002,0000,0001,-002
0001,-002,0001,-001,0000,0002,0000,0001,-002
0001,-001,0000,-001,0000,0002,0000,0001,-002
0001,-001,0000,0000,0000,0001,-001,0001,-002
-001,-001,0002,0000,0000,0001,-001,0001,-002
-001,-001,0002,0000,0000,0001,-001,0001,-001
-001,-001,0000,0000,-001,0002,-001,0001,-001
0001,-001,-001,0000,-001,0002,0001,0001,-002
0001,-001,-001,0000,-001,0000,-002,0001,-002
0000,-001,0000,0000,-001,0000,0000,0001,-001
0000,-001,0000,0000,-001,-002,-002,0000,0000
0000,-001,0000,0000,0001,0001,0000,0000,0001
0000,-001,0001,0000,0000,0000,0001,0001,0001
0001,-001,-001,0000,0000,0000,0001,0001,-002
0001,-001,0001,-001,0000,0000,0000,0002,-002
0001,-001,0001,0000,0000,0000,-001,0002,-002
