delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0000,-001,-001,0001,-001,-001,-002,0002,0001
0000,-001,-001,0000,-001,-001,-002,0002,0001
0000,0000,0000,0000,-001,-002,-002,0001,0001
0000,0000,0001,0000,-001,-002,-001,0001,0001
0000,0000,0000,-001,-001,-001,-001,0001,0002
0000,0000,-001,-001,0000,0000,-001,0001,0001
0000,0000,-001,0000,0000,0000,-001,0001,0002
0000,0001,-001,0001,0000,0000,-001,0000,0003
0000,0001,0000,0001,0000,0001,-001,0001,0003
0001,0001,0001,0001,0000,0001,-001,-001,0006
0001,0001,0001,0001,-001,0002,0000,0001,0004
0001,0001,0003,0001,-001,0006,-001,0002,0006
0000,0002,0008,0001,0000,0013,0000,0003,0008
0000,0003,0016,0001,0001,0018,-001,0003,0012
0000,0004,0020,0000,0001,0019,0001,0003,0013
0000,0006,0021,-001,0005,0021,0000,0005,0013
0000,0014,0021,-001,0012,0021,0001,0007,0013
0003,0021,0009,0001,0021,0012,0001,0010,0008
0003,0030,0006,0006,0028,0007,0001,0016,0004
0007,0030,0005,0008,0031,0003,0003,0017,0001
0007,0030,0005,0008,0031,0003,0003,0017,0001
0007,0028,0005,0008,0031,0003,0003,0017,0001
0007,0023,0005,0008,0030,0003,0003,0017,0001
0007,0019,0005,0008,0026,0003,0003,0017,0001
0007,0019,0005,0008,0023,0003,0003,0017,0001
0022,0010,0003,0020,0016,0003,0010,0011,0003
0028,0005,0002,0022,0009,0002,0012,0008,0003
0028,0005,0002,0022,0008,0002,0012,0008,0003
0023,0005,0002,0022,0007,0002,0012,0008,0003
0018,0005,0002,0022,0006,0002,0012,0008,0003
0018,0005,0002,0022,0006,0002,0012,0008,0003
0018,0005,0002,0022,0007,0002,0012,0008,0003
0009,0003,0003,0019,0007,0002,0012,0005,0003
0009,0002,0003,0011,0005,0002,0012,0004,0004
0005,0002,0002,0008,0003,0002,0007,0003,0004
0005,0002,0002,0003,0002,0002,0004,0003,0002
0004,0002,0000,0003,0002,0000,0004,0002,0000
0003,0001,0000,0002,0001,0000,0004,0002,0000
0002,0001,0000,0002,0000,0002,0002,0002,0000
0001,0002,0000,0002,0000,0002,0001,0002,0000
0001,0002,0001,0001,0000,0002,0000,0002,0001
0002,0001,0001,0001,0000,-001,0000,0002,0001
0002,0001,0001,0001,0000,0001,0000,0002,0002
0002,0001,0001,0002,0000,0001,0000,0002,0002
0002,0001,0003,0002,0001,0001,0000,0002,0002
0002,0001,0000,0002,0001,0002,0002,0002,0002
0002,-001,0002,0001,0002,0002,0002,0002,0002
0001,-001,0000,0001,0002,0002,0002,0001,0002
0001,0000,-001,0002,0002,0002,0003,0001,0002
0002,0000,-001,0002,0001,0002,0001,0001,0003
0002,0000,0000,0002,0000,0002,0002,0003,0003
0002,0001,0000,0001,0000,-001,0001,0001,0003
0003,0001,-001,0000,0000,-002,-001,0001,0003
-001,0002,-001,0000,0000,-003,-001,0001,0003
0001,0001,0000,0001,0000,-003,-001,0001,0003
